,P,P_Z,P_I,P_P,Q,Q_Z,Q_I,Q_P
5,413.0,0.14722000000000002,0.18257,0.6702199999999999,429.27,1.4052,-0.93075,0.52559
10,413.0,0.14722000000000002,0.18257,0.6702199999999999,429.27,1.4052,-0.93075,0.52559
15,243.0,0.18025,0.24033000000000002,0.5794199999999999,214.14,1.4103,-0.9514,0.5411100000000001
20,243.0,0.18025,0.24033000000000002,0.5794199999999999,214.14,1.4103,-0.9514,0.5411100000000001
25,243.0,0.18025,0.24033000000000002,0.5794199999999999,214.14,1.4103,-0.9514,0.5411100000000001
30,243.0,0.18025,0.24033000000000002,0.5794199999999999,214.14,1.4103,-0.9514,0.5411100000000001
35,243.0,0.18025,0.24033000000000002,0.5794199999999999,214.14,1.4103,-0.9514,0.5411100000000001
40,243.0,0.18025,0.24033000000000002,0.5794199999999999,214.14,1.4103,-0.9514,0.5411100000000001
45,73.0,0.36712,0.56712,0.06575299999999999,-0.99745,3.63,-9.88,7.25
50,73.0,0.36712,0.56712,0.06575299999999999,-0.99745,3.63,-9.88,7.25
55,73.0,0.36712,0.56712,0.06575299999999999,-0.99745,3.63,-9.88,7.25
60,73.0,0.36712,0.56712,0.06575299999999999,-0.99745,3.63,-9.88,7.25
65,73.0,0.36712,0.56712,0.06575299999999999,-0.99745,3.63,-9.88,7.25
70,73.0,0.36712,0.56712,0.06575299999999999,-0.99745,3.63,-9.88,7.25
75,73.0,0.36712,0.56712,0.06575299999999999,-0.99745,3.63,-9.88,7.25
80,73.0,0.36712,0.56712,0.06575299999999999,-0.99745,3.63,-9.88,7.25
85,73.0,0.36712,0.56712,0.06575299999999999,-0.99745,3.63,-9.88,7.25
90,243.0,0.18025,0.24033000000000002,0.5794199999999999,214.14,1.4103,-0.9514,0.5411100000000001
95,243.0,0.18025,0.24033000000000002,0.5794199999999999,214.14,1.4103,-0.9514,0.5411100000000001
100,243.0,0.18025,0.24033000000000002,0.5794199999999999,214.14,1.4103,-0.9514,0.5411100000000001
105,243.0,0.18025,0.24033000000000002,0.5794199999999999,214.14,1.4103,-0.9514,0.5411100000000001
110,73.0,0.36712,0.56712,0.06575299999999999,-0.99745,3.63,-9.88,7.25
115,73.0,0.36712,0.56712,0.06575299999999999,-0.99745,3.63,-9.88,7.25
120,73.0,0.36712,0.56712,0.06575299999999999,-0.99745,3.63,-9.88,7.25
125,73.0,0.36712,0.56712,0.06575299999999999,-0.99745,3.63,-9.88,7.25
130,73.0,0.36712,0.56712,0.06575299999999999,-0.99745,3.63,-9.88,7.25
135,73.0,0.36712,0.56712,0.06575299999999999,-0.99745,3.63,-9.88,7.25
