,P,P_Z,P_I,P_P,Q,Q_Z,Q_I,Q_P
5,26.0,0.036154,0.22154000000000001,0.74231,-4.6204,1.4835,-3.804,3.3204
10,26.0,0.036154,0.22154000000000001,0.74231,-4.6204,1.4835,-3.804,3.3204
15,26.0,0.036154,0.22154000000000001,0.74231,-4.6204,1.4835,-3.804,3.3204
20,26.0,0.036154,0.22154000000000001,0.74231,-4.6204,1.4835,-3.804,3.3204
25,26.0,0.036154,0.22154000000000001,0.74231,-4.6204,1.4835,-3.804,3.3204
30,26.0,0.036154,0.22154000000000001,0.74231,-4.6204,1.4835,-3.804,3.3204
35,26.0,0.036154,0.22154000000000001,0.74231,-4.6204,1.4835,-3.804,3.3204
40,26.0,0.036154,0.22154000000000001,0.74231,-4.6204,1.4835,-3.804,3.3204
45,26.0,0.036154,0.22154000000000001,0.74231,-4.6204,1.4835,-3.804,3.3204
50,26.0,0.036154,0.22154000000000001,0.74231,-4.6204,1.4835,-3.804,3.3204
55,26.0,0.036154,0.22154000000000001,0.74231,-4.6204,1.4835,-3.804,3.3204
60,26.0,0.036154,0.22154000000000001,0.74231,-4.6204,1.4835,-3.804,3.3204
65,26.0,0.036154,0.22154000000000001,0.74231,-4.6204,1.4835,-3.804,3.3204
70,26.0,0.036154,0.22154000000000001,0.74231,-4.6204,1.4835,-3.804,3.3204
75,26.0,0.036154,0.22154000000000001,0.74231,-4.6204,1.4835,-3.804,3.3204
80,176.0,0.090568,0.11795,0.7914800000000001,185.2,1.4022,-0.98603,0.5838399999999999
85,176.0,0.090568,0.11795,0.7914800000000001,185.2,1.4022,-0.98603,0.5838399999999999
90,176.0,0.090568,0.11795,0.7914800000000001,185.2,1.4022,-0.98603,0.5838399999999999
95,176.0,0.090568,0.11795,0.7914800000000001,185.2,1.4022,-0.98603,0.5838399999999999
100,176.0,0.090568,0.11795,0.7914800000000001,185.2,1.4022,-0.98603,0.5838399999999999
105,176.0,0.090568,0.11795,0.7914800000000001,185.2,1.4022,-0.98603,0.5838399999999999
110,176.0,0.090568,0.11795,0.7914800000000001,185.2,1.4022,-0.98603,0.5838399999999999
115,176.0,0.090568,0.11795,0.7914800000000001,185.2,1.4022,-0.98603,0.5838399999999999
120,176.0,0.090568,0.11795,0.7914800000000001,185.2,1.4022,-0.98603,0.5838399999999999
125,176.0,0.090568,0.11795,0.7914800000000001,185.2,1.4022,-0.98603,0.5838399999999999
130,26.0,0.036154,0.22154000000000001,0.74231,-4.6204,1.4835,-3.804,3.3204
135,26.0,0.036154,0.22154000000000001,0.74231,-4.6204,1.4835,-3.804,3.3204
140,26.0,0.036154,0.22154000000000001,0.74231,-4.6204,1.4835,-3.804,3.3204
145,26.0,0.036154,0.22154000000000001,0.74231,-4.6204,1.4835,-3.804,3.3204
150,26.0,0.036154,0.22154000000000001,0.74231,-4.6204,1.4835,-3.804,3.3204
155,26.0,0.036154,0.22154000000000001,0.74231,-4.6204,1.4835,-3.804,3.3204
160,26.0,0.036154,0.22154000000000001,0.74231,-4.6204,1.4835,-3.804,3.3204
165,26.0,0.036154,0.22154000000000001,0.74231,-4.6204,1.4835,-3.804,3.3204
170,26.0,0.036154,0.22154000000000001,0.74231,-4.6204,1.4835,-3.804,3.3204
175,26.0,0.036154,0.22154000000000001,0.74231,-4.6204,1.4835,-3.804,3.3204
180,26.0,0.036154,0.22154000000000001,0.74231,-4.6204,1.4835,-3.804,3.3204
