,P,P_Z,P_I,P_P,Q,Q_Z,Q_I,Q_P
5,209.0,0.10525999999999999,0.095694,0.79904,252.53,1.405,-0.93015,0.5251399999999999
10,9.0,0.22221999999999997,0.0,0.77778,-0.56997,3.63,-9.88,7.25
15,9.0,0.22221999999999997,0.0,0.77778,-0.56997,3.63,-9.88,7.25
20,9.0,0.22221999999999997,0.0,0.77778,-0.56997,3.63,-9.88,7.25
25,9.0,0.22221999999999997,0.0,0.77778,-0.56997,3.63,-9.88,7.25
30,9.0,0.22221999999999997,0.0,0.77778,-0.56997,3.63,-9.88,7.25
35,9.0,0.22221999999999997,0.0,0.77778,-0.56997,3.63,-9.88,7.25
40,9.0,0.22221999999999997,0.0,0.77778,-0.56997,3.63,-9.88,7.25
45,9.0,0.22221999999999997,0.0,0.77778,-0.56997,3.63,-9.88,7.25
50,9.0,0.22221999999999997,0.0,0.77778,-0.56997,3.63,-9.88,7.25
55,9.0,0.22221999999999997,0.0,0.77778,-0.56997,3.63,-9.88,7.25
60,9.0,0.22221999999999997,0.0,0.77778,-0.56997,3.63,-9.88,7.25
65,9.0,0.22221999999999997,0.0,0.77778,-0.56997,3.63,-9.88,7.25
70,9.0,0.22221999999999997,0.0,0.77778,-0.56997,3.63,-9.88,7.25
75,9.0,0.22221999999999997,0.0,0.77778,-0.56997,3.63,-9.88,7.25
80,9.0,0.22221999999999997,0.0,0.77778,-0.56997,3.63,-9.88,7.25
85,189.0,0.10582000000000001,0.095238,0.79894,227.22,1.4056,-0.9323899999999999,0.52682
90,389.0,0.10282999999999999,0.097686,0.7994899999999999,480.32,1.4026,-0.9206200000000001,0.51798
95,549.0,0.102,0.098361,0.79964,682.79,1.4019,-0.91748,0.51562
100,549.0,0.102,0.098361,0.79964,682.79,1.4019,-0.91748,0.51562
105,549.0,0.102,0.098361,0.79964,682.79,1.4019,-0.91748,0.51562
110,549.0,0.102,0.098361,0.79964,682.79,1.4019,-0.91748,0.51562
115,189.0,0.10582000000000001,0.095238,0.79894,227.22,1.4056,-0.9323899999999999,0.52682
120,9.0,0.22221999999999997,0.0,0.77778,-0.56997,3.63,-9.88,7.25
125,9.0,0.22221999999999997,0.0,0.77778,-0.56997,3.63,-9.88,7.25
130,9.0,0.22221999999999997,0.0,0.77778,-0.56997,3.63,-9.88,7.25
135,9.0,0.22221999999999997,0.0,0.77778,-0.56997,3.63,-9.88,7.25
140,9.0,0.22221999999999997,0.0,0.77778,-0.56997,3.63,-9.88,7.25
145,9.0,0.22221999999999997,0.0,0.77778,-0.56997,3.63,-9.88,7.25
150,9.0,0.22221999999999997,0.0,0.77778,-0.56997,3.63,-9.88,7.25
155,9.0,0.22221999999999997,0.0,0.77778,-0.56997,3.63,-9.88,7.25
160,9.0,0.22221999999999997,0.0,0.77778,-0.56997,3.63,-9.88,7.25
165,9.0,0.22221999999999997,0.0,0.77778,-0.56997,3.63,-9.88,7.25
170,9.0,0.22221999999999997,0.0,0.77778,-0.56997,3.63,-9.88,7.25
175,9.0,0.22221999999999997,0.0,0.77778,-0.56997,3.63,-9.88,7.25
180,9.0,0.22221999999999997,0.0,0.77778,-0.56997,3.63,-9.88,7.25
185,9.0,0.22221999999999997,0.0,0.77778,-0.56997,3.63,-9.88,7.25
190,9.0,0.22221999999999997,0.0,0.77778,-0.56997,3.63,-9.88,7.25
195,209.0,0.10525999999999999,0.095694,0.79904,252.53,1.405,-0.93015,0.5251399999999999
200,209.0,0.10525999999999999,0.095694,0.79904,252.53,1.405,-0.93015,0.5251399999999999
205,209.0,0.10525999999999999,0.095694,0.79904,252.53,1.405,-0.93015,0.5251399999999999
210,209.0,0.10525999999999999,0.095694,0.79904,252.53,1.405,-0.93015,0.5251399999999999
215,209.0,0.10525999999999999,0.095694,0.79904,252.53,1.405,-0.93015,0.5251399999999999
220,9.0,0.22221999999999997,0.0,0.77778,-0.56997,3.63,-9.88,7.25
225,9.0,0.22221999999999997,0.0,0.77778,-0.56997,3.63,-9.88,7.25
230,9.0,0.22221999999999997,0.0,0.77778,-0.56997,3.63,-9.88,7.25
235,9.0,0.22221999999999997,0.0,0.77778,-0.56997,3.63,-9.88,7.25
240,9.0,0.22221999999999997,0.0,0.77778,-0.56997,3.63,-9.88,7.25
245,189.0,0.10582000000000001,0.095238,0.79894,227.22,1.4056,-0.9323899999999999,0.52682
250,189.0,0.10582000000000001,0.095238,0.79894,227.22,1.4056,-0.9323899999999999,0.52682
255,189.0,0.10582000000000001,0.095238,0.79894,227.22,1.4056,-0.9323899999999999,0.52682
260,189.0,0.10582000000000001,0.095238,0.79894,227.22,1.4056,-0.9323899999999999,0.52682
265,349.0,0.10315,0.09742100000000001,0.79943,429.7,1.403,-0.9218700000000001,0.5189199999999999
270,349.0,0.10315,0.09742100000000001,0.79943,429.7,1.403,-0.9218700000000001,0.5189199999999999
275,349.0,0.10315,0.09742100000000001,0.79943,429.7,1.403,-0.9218700000000001,0.5189199999999999
280,169.0,0.10651,0.094675,0.79882,201.91,1.4063,-0.9351799999999999,0.52892
285,9.0,0.22221999999999997,0.0,0.77778,-0.56997,3.63,-9.88,7.25
290,9.0,0.22221999999999997,0.0,0.77778,-0.56997,3.63,-9.88,7.25
295,209.0,0.10525999999999999,0.095694,0.79904,252.53,1.405,-0.93015,0.5251399999999999
300,209.0,0.10525999999999999,0.095694,0.79904,252.53,1.405,-0.93015,0.5251399999999999
305,209.0,0.10525999999999999,0.095694,0.79904,252.53,1.405,-0.93015,0.5251399999999999
310,209.0,0.10525999999999999,0.095694,0.79904,252.53,1.405,-0.93015,0.5251399999999999
315,209.0,0.10525999999999999,0.095694,0.79904,252.53,1.405,-0.93015,0.5251399999999999
320,209.0,0.10525999999999999,0.095694,0.79904,252.53,1.405,-0.93015,0.5251399999999999
325,9.0,0.22221999999999997,0.0,0.77778,-0.56997,3.63,-9.88,7.25
330,9.0,0.22221999999999997,0.0,0.77778,-0.56997,3.63,-9.88,7.25
335,9.0,0.22221999999999997,0.0,0.77778,-0.56997,3.63,-9.88,7.25
340,9.0,0.22221999999999997,0.0,0.77778,-0.56997,3.63,-9.88,7.25
345,9.0,0.22221999999999997,0.0,0.77778,-0.56997,3.63,-9.88,7.25
350,9.0,0.22221999999999997,0.0,0.77778,-0.56997,3.63,-9.88,7.25
355,9.0,0.22221999999999997,0.0,0.77778,-0.56997,3.63,-9.88,7.25
360,9.0,0.22221999999999997,0.0,0.77778,-0.56997,3.63,-9.88,7.25
365,9.0,0.22221999999999997,0.0,0.77778,-0.56997,3.63,-9.88,7.25
370,9.0,0.22221999999999997,0.0,0.77778,-0.56997,3.63,-9.88,7.25
375,9.0,0.22221999999999997,0.0,0.77778,-0.56997,3.63,-9.88,7.25
380,9.0,0.22221999999999997,0.0,0.77778,-0.56997,3.63,-9.88,7.25
385,9.0,0.22221999999999997,0.0,0.77778,-0.56997,3.63,-9.88,7.25
390,9.0,0.22221999999999997,0.0,0.77778,-0.56997,3.63,-9.88,7.25
395,9.0,0.22221999999999997,0.0,0.77778,-0.56997,3.63,-9.88,7.25
400,209.0,0.10525999999999999,0.095694,0.79904,252.53,1.405,-0.93015,0.5251399999999999
