,P,P_Z,P_I,P_P,Q,Q_Z,Q_I,Q_P
5,45.0,0.28333,0.38333,0.33333,-1.9949,3.63,-9.88,7.25
10,45.0,0.28333,0.38333,0.33333,-1.9949,3.63,-9.88,7.25
15,45.0,0.28333,0.38333,0.33333,-1.9949,3.63,-9.88,7.25
20,45.0,0.28333,0.38333,0.33333,-1.9949,3.63,-9.88,7.25
25,45.0,0.28333,0.38333,0.33333,-1.9949,3.63,-9.88,7.25
30,45.0,0.28333,0.38333,0.33333,-1.9949,3.63,-9.88,7.25
35,45.0,0.28333,0.38333,0.33333,-1.9949,3.63,-9.88,7.25
40,45.0,0.28333,0.38333,0.33333,-1.9949,3.63,-9.88,7.25
45,45.0,0.28333,0.38333,0.33333,-1.9949,3.63,-9.88,7.25
50,45.0,0.28333,0.38333,0.33333,-1.9949,3.63,-9.88,7.25
55,45.0,0.28333,0.38333,0.33333,-1.9949,3.63,-9.88,7.25
60,45.0,0.28333,0.38333,0.33333,-1.9949,3.63,-9.88,7.25
65,45.0,0.28333,0.38333,0.33333,-1.9949,3.63,-9.88,7.25
70,45.0,0.28333,0.38333,0.33333,-1.9949,3.63,-9.88,7.25
75,45.0,0.28333,0.38333,0.33333,-1.9949,3.63,-9.88,7.25
80,45.0,0.28333,0.38333,0.33333,-1.9949,3.63,-9.88,7.25
85,155.0,0.15323,0.18225999999999998,0.66452,137.21,1.4315,-1.0367,0.60522
90,155.0,0.15323,0.18225999999999998,0.66452,137.21,1.4315,-1.0367,0.60522
95,155.0,0.15323,0.18225999999999998,0.66452,137.21,1.4315,-1.0367,0.60522
100,155.0,0.15323,0.18225999999999998,0.66452,137.21,1.4315,-1.0367,0.60522
105,355.0,0.12324,0.13592,0.74085,390.31,1.4113,-0.9553799999999999,0.5441
110,355.0,0.12324,0.13592,0.74085,390.31,1.4113,-0.9553799999999999,0.5441
115,355.0,0.12324,0.13592,0.74085,390.31,1.4113,-0.9553799999999999,0.5441
120,355.0,0.12324,0.13592,0.74085,390.31,1.4113,-0.9553799999999999,0.5441
125,355.0,0.12324,0.13592,0.74085,390.31,1.4113,-0.9553799999999999,0.5441
130,355.0,0.12324,0.13592,0.74085,390.31,1.4113,-0.9553799999999999,0.5441
135,155.0,0.15323,0.18225999999999998,0.66452,137.21,1.4315,-1.0367,0.60522
140,155.0,0.15323,0.18225999999999998,0.66452,137.21,1.4315,-1.0367,0.60522
145,155.0,0.15323,0.18225999999999998,0.66452,137.21,1.4315,-1.0367,0.60522
150,45.0,0.28333,0.38333,0.33333,-1.9949,3.63,-9.88,7.25
155,45.0,0.28333,0.38333,0.33333,-1.9949,3.63,-9.88,7.25
160,45.0,0.28333,0.38333,0.33333,-1.9949,3.63,-9.88,7.25
165,45.0,0.28333,0.38333,0.33333,-1.9949,3.63,-9.88,7.25
170,45.0,0.28333,0.38333,0.33333,-1.9949,3.63,-9.88,7.25
175,45.0,0.28333,0.38333,0.33333,-1.9949,3.63,-9.88,7.25
180,45.0,0.28333,0.38333,0.33333,-1.9949,3.63,-9.88,7.25
185,45.0,0.28333,0.38333,0.33333,-1.9949,3.63,-9.88,7.25
190,45.0,0.28333,0.38333,0.33333,-1.9949,3.63,-9.88,7.25
195,45.0,0.28333,0.38333,0.33333,-1.9949,3.63,-9.88,7.25
200,45.0,0.28333,0.38333,0.33333,-1.9949,3.63,-9.88,7.25
205,45.0,0.28333,0.38333,0.33333,-1.9949,3.63,-9.88,7.25
210,45.0,0.28333,0.38333,0.33333,-1.9949,3.63,-9.88,7.25
215,45.0,0.28333,0.38333,0.33333,-1.9949,3.63,-9.88,7.25
220,45.0,0.28333,0.38333,0.33333,-1.9949,3.63,-9.88,7.25
225,45.0,0.28333,0.38333,0.33333,-1.9949,3.63,-9.88,7.25
230,45.0,0.28333,0.38333,0.33333,-1.9949,3.63,-9.88,7.25
235,245.0,0.13367,0.15204,0.71429,251.1,1.4174,-0.98015,0.56271
240,245.0,0.13367,0.15204,0.71429,251.1,1.4174,-0.98015,0.56271
245,445.0,0.11854,0.12865,0.7528100000000001,504.2,1.4088,-0.94521,0.53646
250,445.0,0.11854,0.12865,0.7528100000000001,504.2,1.4088,-0.94521,0.53646
255,445.0,0.11854,0.12865,0.7528100000000001,504.2,1.4088,-0.94521,0.53646
260,445.0,0.11854,0.12865,0.7528100000000001,504.2,1.4088,-0.94521,0.53646
265,355.0,0.12324,0.13592,0.74085,390.31,1.4113,-0.9553799999999999,0.5441
270,355.0,0.12324,0.13592,0.74085,390.31,1.4113,-0.9553799999999999,0.5441
