,P,P_Z,P_I,P_P,Q,Q_Z,Q_I,Q_P
5,19.0,0.052632000000000005,0.0,0.94737,-1.8868,3.2963,-8.9942,6.6979999999999995
10,19.0,0.052632000000000005,0.0,0.94737,-1.8868,3.2963,-8.9942,6.6979999999999995
15,19.0,0.052632000000000005,0.0,0.94737,-1.8868,3.2963,-8.9942,6.6979999999999995
20,19.0,0.052632000000000005,0.0,0.94737,-1.8868,3.2963,-8.9942,6.6979999999999995
25,19.0,0.052632000000000005,0.0,0.94737,-1.8868,3.2963,-8.9942,6.6979999999999995
30,19.0,0.052632000000000005,0.0,0.94737,-1.8868,3.2963,-8.9942,6.6979999999999995
35,19.0,0.052632000000000005,0.0,0.94737,-1.8868,3.2963,-8.9942,6.6979999999999995
40,19.0,0.052632000000000005,0.0,0.94737,-1.8868,3.2963,-8.9942,6.6979999999999995
45,19.0,0.052632000000000005,0.0,0.94737,-1.8868,3.2963,-8.9942,6.6979999999999995
50,19.0,0.052632000000000005,0.0,0.94737,-1.8868,3.2963,-8.9942,6.6979999999999995
55,19.0,0.052632000000000005,0.0,0.94737,-1.8868,3.2963,-8.9942,6.6979999999999995
60,19.0,0.052632000000000005,0.0,0.94737,-1.8868,3.2963,-8.9942,6.6979999999999995
65,19.0,0.052632000000000005,0.0,0.94737,-1.8868,3.2963,-8.9942,6.6979999999999995
70,19.0,0.052632000000000005,0.0,0.94737,-1.8868,3.2963,-8.9942,6.6979999999999995
75,19.0,0.052632000000000005,0.0,0.94737,-1.8868,3.2963,-8.9942,6.6979999999999995
80,19.0,0.052632000000000005,0.0,0.94737,-1.8868,3.2963,-8.9942,6.6979999999999995
85,19.0,0.052632000000000005,0.0,0.94737,-1.8868,3.2963,-8.9942,6.6979999999999995
90,179.0,0.094972,0.089385,0.8156399999999999,200.59,1.4221,-1.0042,0.58213
95,179.0,0.094972,0.089385,0.8156399999999999,200.59,1.4221,-1.0042,0.58213
100,179.0,0.094972,0.089385,0.8156399999999999,200.59,1.4221,-1.0042,0.58213
105,179.0,0.094972,0.089385,0.8156399999999999,200.59,1.4221,-1.0042,0.58213
110,179.0,0.094972,0.089385,0.8156399999999999,200.59,1.4221,-1.0042,0.58213
115,179.0,0.094972,0.089385,0.8156399999999999,200.59,1.4221,-1.0042,0.58213
120,179.0,0.094972,0.089385,0.8156399999999999,200.59,1.4221,-1.0042,0.58213
125,179.0,0.094972,0.089385,0.8156399999999999,200.59,1.4221,-1.0042,0.58213
130,19.0,0.052632000000000005,0.0,0.94737,-1.8868,3.2963,-8.9942,6.6979999999999995
135,19.0,0.052632000000000005,0.0,0.94737,-1.8868,3.2963,-8.9942,6.6979999999999995
140,19.0,0.052632000000000005,0.0,0.94737,-1.8868,3.2963,-8.9942,6.6979999999999995
145,19.0,0.052632000000000005,0.0,0.94737,-1.8868,3.2963,-8.9942,6.6979999999999995
150,19.0,0.052632000000000005,0.0,0.94737,-1.8868,3.2963,-8.9942,6.6979999999999995
155,19.0,0.052632000000000005,0.0,0.94737,-1.8868,3.2963,-8.9942,6.6979999999999995
160,19.0,0.052632000000000005,0.0,0.94737,-1.8868,3.2963,-8.9942,6.6979999999999995
165,19.0,0.052632000000000005,0.0,0.94737,-1.8868,3.2963,-8.9942,6.6979999999999995
170,19.0,0.052632000000000005,0.0,0.94737,-1.8868,3.2963,-8.9942,6.6979999999999995
175,19.0,0.052632000000000005,0.0,0.94737,-1.8868,3.2963,-8.9942,6.6979999999999995
180,19.0,0.052632000000000005,0.0,0.94737,-1.8868,3.2963,-8.9942,6.6979999999999995
185,19.0,0.052632000000000005,0.0,0.94737,-1.8868,3.2963,-8.9942,6.6979999999999995
190,19.0,0.052632000000000005,0.0,0.94737,-1.8868,3.2963,-8.9942,6.6979999999999995
195,19.0,0.052632000000000005,0.0,0.94737,-1.8868,3.2963,-8.9942,6.6979999999999995
200,19.0,0.052632000000000005,0.0,0.94737,-1.8868,3.2963,-8.9942,6.6979999999999995
205,19.0,0.052632000000000005,0.0,0.94737,-1.8868,3.2963,-8.9942,6.6979999999999995
210,19.0,0.052632000000000005,0.0,0.94737,-1.8868,3.2963,-8.9942,6.6979999999999995
215,179.0,0.094972,0.089385,0.8156399999999999,200.59,1.4221,-1.0042,0.58213
220,179.0,0.094972,0.089385,0.8156399999999999,200.59,1.4221,-1.0042,0.58213
225,179.0,0.094972,0.089385,0.8156399999999999,200.59,1.4221,-1.0042,0.58213
230,179.0,0.094972,0.089385,0.8156399999999999,200.59,1.4221,-1.0042,0.58213
235,179.0,0.094972,0.089385,0.8156399999999999,200.59,1.4221,-1.0042,0.58213
240,179.0,0.094972,0.089385,0.8156399999999999,200.59,1.4221,-1.0042,0.58213
245,179.0,0.094972,0.089385,0.8156399999999999,200.59,1.4221,-1.0042,0.58213
250,179.0,0.094972,0.089385,0.8156399999999999,200.59,1.4221,-1.0042,0.58213
255,19.0,0.052632000000000005,0.0,0.94737,-1.8868,3.2963,-8.9942,6.6979999999999995
260,19.0,0.052632000000000005,0.0,0.94737,-1.8868,3.2963,-8.9942,6.6979999999999995
265,19.0,0.052632000000000005,0.0,0.94737,-1.8868,3.2963,-8.9942,6.6979999999999995
270,19.0,0.052632000000000005,0.0,0.94737,-1.8868,3.2963,-8.9942,6.6979999999999995
275,19.0,0.052632000000000005,0.0,0.94737,-1.8868,3.2963,-8.9942,6.6979999999999995
280,19.0,0.052632000000000005,0.0,0.94737,-1.8868,3.2963,-8.9942,6.6979999999999995
285,19.0,0.052632000000000005,0.0,0.94737,-1.8868,3.2963,-8.9942,6.6979999999999995
290,19.0,0.052632000000000005,0.0,0.94737,-1.8868,3.2963,-8.9942,6.6979999999999995
295,19.0,0.052632000000000005,0.0,0.94737,-1.8868,3.2963,-8.9942,6.6979999999999995
300,19.0,0.052632000000000005,0.0,0.94737,-1.8868,3.2963,-8.9942,6.6979999999999995
305,19.0,0.052632000000000005,0.0,0.94737,-1.8868,3.2963,-8.9942,6.6979999999999995
310,19.0,0.052632000000000005,0.0,0.94737,-1.8868,3.2963,-8.9942,6.6979999999999995
315,19.0,0.052632000000000005,0.0,0.94737,-1.8868,3.2963,-8.9942,6.6979999999999995
320,19.0,0.052632000000000005,0.0,0.94737,-1.8868,3.2963,-8.9942,6.6979999999999995
325,19.0,0.052632000000000005,0.0,0.94737,-1.8868,3.2963,-8.9942,6.6979999999999995
330,19.0,0.052632000000000005,0.0,0.94737,-1.8868,3.2963,-8.9942,6.6979999999999995
335,19.0,0.052632000000000005,0.0,0.94737,-1.8868,3.2963,-8.9942,6.6979999999999995
340,179.0,0.094972,0.089385,0.8156399999999999,200.59,1.4221,-1.0042,0.58213
345,179.0,0.094972,0.089385,0.8156399999999999,200.59,1.4221,-1.0042,0.58213
350,179.0,0.094972,0.089385,0.8156399999999999,200.59,1.4221,-1.0042,0.58213
355,179.0,0.094972,0.089385,0.8156399999999999,200.59,1.4221,-1.0042,0.58213
360,179.0,0.094972,0.089385,0.8156399999999999,200.59,1.4221,-1.0042,0.58213
365,179.0,0.094972,0.089385,0.8156399999999999,200.59,1.4221,-1.0042,0.58213
370,179.0,0.094972,0.089385,0.8156399999999999,200.59,1.4221,-1.0042,0.58213
375,179.0,0.094972,0.089385,0.8156399999999999,200.59,1.4221,-1.0042,0.58213
