,P,P_Z,P_I,P_P,Q,Q_Z,Q_I,Q_P
5,469.0,0.16923,0.27714,0.55362,169.86,1.374,-0.963,0.5889800000000001
10,358.0,0.2217,0.36307,0.41522,169.86,1.374,-0.963,0.5889800000000001
15,358.0,0.2217,0.36307,0.41522,169.86,1.374,-0.963,0.5889800000000001
20,278.0,0.16176,0.26899,0.56924,169.86,1.374,-0.963,0.5889800000000001
25,278.0,0.16176,0.26899,0.56924,169.86,1.374,-0.963,0.5889800000000001
30,278.0,0.16176,0.26899,0.56924,169.86,1.374,-0.963,0.5889800000000001
35,303.0,0.18389,0.30373,0.5123800000000001,169.86,1.374,-0.963,0.5889800000000001
40,378.0,0.23271999999999998,0.38037,0.3869,169.86,1.374,-0.963,0.5889800000000001
45,168.0,0.088869,0.12333,0.7878,172.59,1.396,-0.98826,0.59225
50,28.0,0.033214,0.24,0.7267899999999999,-4.5748,1.2796,-3.2692,2.9896
55,28.0,0.033214,0.24,0.7267899999999999,-4.5748,1.2796,-3.2692,2.9896
60,158.0,0.088165,0.12480999999999999,0.78703,159.94,1.3957,-0.99406,0.59835
65,158.0,0.088165,0.12480999999999999,0.78703,159.94,1.3957,-0.99406,0.59835
70,318.0,0.09411900000000001,0.11233,0.79355,362.42,1.3980000000000001,-0.94844,0.5504
75,318.0,0.09411900000000001,0.11233,0.79355,362.42,1.3980000000000001,-0.94844,0.5504
80,318.0,0.09411900000000001,0.11233,0.79355,362.42,1.3980000000000001,-0.94844,0.5504
85,318.0,0.09411900000000001,0.11233,0.79355,362.42,1.3980000000000001,-0.94844,0.5504
90,188.0,0.090053,0.12085,0.7891,197.9,1.3965,-0.9787600000000001,0.58227
95,188.0,0.090053,0.12085,0.7891,197.9,1.3965,-0.9787600000000001,0.58227
100,188.0,0.090053,0.12085,0.7891,197.9,1.3965,-0.9787600000000001,0.58227
105,188.0,0.090053,0.12085,0.7891,197.9,1.3965,-0.9787600000000001,0.58227
110,28.0,0.033214,0.24,0.7267899999999999,-4.5748,1.2796,-3.2692,2.9896
115,28.0,0.033214,0.24,0.7267899999999999,-4.5748,1.2796,-3.2692,2.9896
120,28.0,0.033214,0.24,0.7267899999999999,-4.5748,1.2796,-3.2692,2.9896
125,28.0,0.033214,0.24,0.7267899999999999,-4.5748,1.2796,-3.2692,2.9896
130,28.0,0.033214,0.24,0.7267899999999999,-4.5748,1.2796,-3.2692,2.9896
135,28.0,0.033214,0.24,0.7267899999999999,-4.5748,1.2796,-3.2692,2.9896
140,28.0,0.033214,0.24,0.7267899999999999,-4.5748,1.2796,-3.2692,2.9896
145,28.0,0.033214,0.24,0.7267899999999999,-4.5748,1.2796,-3.2692,2.9896
150,28.0,0.033214,0.24,0.7267899999999999,-4.5748,1.2796,-3.2692,2.9896
155,28.0,0.033214,0.24,0.7267899999999999,-4.5748,1.2796,-3.2692,2.9896
160,28.0,0.033214,0.24,0.7267899999999999,-4.5748,1.2796,-3.2692,2.9896
165,168.0,0.088869,0.12333,0.7878,172.59,1.396,-0.98826,0.59225
170,168.0,0.088869,0.12333,0.7878,172.59,1.396,-0.98826,0.59225
175,168.0,0.088869,0.12333,0.7878,172.59,1.396,-0.98826,0.59225
180,168.0,0.088869,0.12333,0.7878,172.59,1.396,-0.98826,0.59225
185,168.0,0.088869,0.12333,0.7878,172.59,1.396,-0.98826,0.59225
190,168.0,0.088869,0.12333,0.7878,172.59,1.396,-0.98826,0.59225
195,168.0,0.088869,0.12333,0.7878,172.59,1.396,-0.98826,0.59225
200,168.0,0.088869,0.12333,0.7878,172.59,1.396,-0.98826,0.59225
205,328.0,0.09429900000000001,0.11195,0.79375,375.07,1.3981,-0.9471799999999999,0.54908
210,328.0,0.09429900000000001,0.11195,0.79375,375.07,1.3981,-0.9471799999999999,0.54908
215,328.0,0.09429900000000001,0.11195,0.79375,375.07,1.3981,-0.9471799999999999,0.54908
220,188.0,0.090053,0.12085,0.7891,197.9,1.3965,-0.9787600000000001,0.58227
225,188.0,0.090053,0.12085,0.7891,197.9,1.3965,-0.9787600000000001,0.58227
230,188.0,0.090053,0.12085,0.7891,197.9,1.3965,-0.9787600000000001,0.58227
235,188.0,0.090053,0.12085,0.7891,197.9,1.3965,-0.9787600000000001,0.58227
240,188.0,0.090053,0.12085,0.7891,197.9,1.3965,-0.9787600000000001,0.58227
245,28.0,0.033214,0.24,0.7267899999999999,-4.5748,1.2796,-3.2692,2.9896
250,158.0,0.088165,0.12480999999999999,0.78703,159.94,1.3957,-0.99406,0.59835
255,158.0,0.088165,0.12480999999999999,0.78703,159.94,1.3957,-0.99406,0.59835
260,158.0,0.088165,0.12480999999999999,0.78703,159.94,1.3957,-0.99406,0.59835
265,158.0,0.088165,0.12480999999999999,0.78703,159.94,1.3957,-0.99406,0.59835
270,158.0,0.088165,0.12480999999999999,0.78703,159.94,1.3957,-0.99406,0.59835
275,158.0,0.088165,0.12480999999999999,0.78703,159.94,1.3957,-0.99406,0.59835
280,28.0,0.033214,0.24,0.7267899999999999,-4.5748,1.2796,-3.2692,2.9896
285,28.0,0.033214,0.24,0.7267899999999999,-4.5748,1.2796,-3.2692,2.9896
290,28.0,0.033214,0.24,0.7267899999999999,-4.5748,1.2796,-3.2692,2.9896
295,28.0,0.033214,0.24,0.7267899999999999,-4.5748,1.2796,-3.2692,2.9896
300,28.0,0.033214,0.24,0.7267899999999999,-4.5748,1.2796,-3.2692,2.9896
305,28.0,0.033214,0.24,0.7267899999999999,-4.5748,1.2796,-3.2692,2.9896
310,28.0,0.033214,0.24,0.7267899999999999,-4.5748,1.2796,-3.2692,2.9896
315,28.0,0.033214,0.24,0.7267899999999999,-4.5748,1.2796,-3.2692,2.9896
320,28.0,0.033214,0.24,0.7267899999999999,-4.5748,1.2796,-3.2692,2.9896
325,28.0,0.033214,0.24,0.7267899999999999,-4.5748,1.2796,-3.2692,2.9896
330,28.0,0.033214,0.24,0.7267899999999999,-4.5748,1.2796,-3.2692,2.9896
335,328.0,0.09429900000000001,0.11195,0.79375,375.07,1.3981,-0.9471799999999999,0.54908
340,328.0,0.09429900000000001,0.11195,0.79375,375.07,1.3981,-0.9471799999999999,0.54908
345,328.0,0.09429900000000001,0.11195,0.79375,375.07,1.3981,-0.9471799999999999,0.54908
350,328.0,0.09429900000000001,0.11195,0.79375,375.07,1.3981,-0.9471799999999999,0.54908
