,P,P_Z,P_I,P_P,Q,Q_Z,Q_I,Q_P
5,207.0,0.10116,0.11961,0.77923,237.36,1.3891,-0.92411,0.53503
10,17.0,0.11412,0.33881999999999995,0.54706,-3.0874,0.7471300000000001,-1.7539,2.0067
15,17.0,0.11412,0.33881999999999995,0.54706,-3.0874,0.7471300000000001,-1.7539,2.0067
20,17.0,0.11412,0.33881999999999995,0.54706,-3.0874,0.7471300000000001,-1.7539,2.0067
25,17.0,0.11412,0.33881999999999995,0.54706,-3.0874,0.7471300000000001,-1.7539,2.0067
30,17.0,0.11412,0.33881999999999995,0.54706,-3.0874,0.7471300000000001,-1.7539,2.0067
35,17.0,0.11412,0.33881999999999995,0.54706,-3.0874,0.7471300000000001,-1.7539,2.0067
40,17.0,0.11412,0.33881999999999995,0.54706,-3.0874,0.7471300000000001,-1.7539,2.0067
45,17.0,0.11412,0.33881999999999995,0.54706,-3.0874,0.7471300000000001,-1.7539,2.0067
50,17.0,0.11412,0.33881999999999995,0.54706,-3.0874,0.7471300000000001,-1.7539,2.0067
55,17.0,0.11412,0.33881999999999995,0.54706,-3.0874,0.7471300000000001,-1.7539,2.0067
60,17.0,0.11412,0.33881999999999995,0.54706,-3.0874,0.7471300000000001,-1.7539,2.0067
65,17.0,0.11412,0.33881999999999995,0.54706,-3.0874,0.7471300000000001,-1.7539,2.0067
70,17.0,0.11412,0.33881999999999995,0.54706,-3.0874,0.7471300000000001,-1.7539,2.0067
75,17.0,0.11412,0.33881999999999995,0.54706,-3.0874,0.7471300000000001,-1.7539,2.0067
80,387.0,0.10062,0.11049,0.78889,465.14,1.3943,-0.9173100000000001,0.5229600000000001
85,387.0,0.10062,0.11049,0.78889,465.14,1.3943,-0.9173100000000001,0.5229600000000001
90,517.0,0.10046000000000001,0.10785,0.79168,629.66,1.3958,-0.9154200000000001,0.51961
95,517.0,0.10046000000000001,0.10785,0.79168,629.66,1.3958,-0.9154200000000001,0.51961
100,327.0,0.10073,0.11242,0.78685,389.21,1.3933,-0.91871,0.52544
105,327.0,0.10073,0.11242,0.78685,389.21,1.3933,-0.91871,0.52544
110,147.0,0.10163,0.12762,0.77075,161.43,1.3842,-0.93047,0.5463100000000001
115,147.0,0.10163,0.12762,0.77075,161.43,1.3842,-0.93047,0.5463100000000001
120,147.0,0.10163,0.12762,0.77075,161.43,1.3842,-0.93047,0.5463100000000001
125,147.0,0.10163,0.12762,0.77075,161.43,1.3842,-0.93047,0.5463100000000001
130,147.0,0.10163,0.12762,0.77075,161.43,1.3842,-0.93047,0.5463100000000001
135,17.0,0.11412,0.33881999999999995,0.54706,-3.0874,0.7471300000000001,-1.7539,2.0067
140,17.0,0.11412,0.33881999999999995,0.54706,-3.0874,0.7471300000000001,-1.7539,2.0067
145,17.0,0.11412,0.33881999999999995,0.54706,-3.0874,0.7471300000000001,-1.7539,2.0067
150,17.0,0.11412,0.33881999999999995,0.54706,-3.0874,0.7471300000000001,-1.7539,2.0067
155,17.0,0.11412,0.33881999999999995,0.54706,-3.0874,0.7471300000000001,-1.7539,2.0067
160,17.0,0.11412,0.33881999999999995,0.54706,-3.0874,0.7471300000000001,-1.7539,2.0067
165,17.0,0.11412,0.33881999999999995,0.54706,-3.0874,0.7471300000000001,-1.7539,2.0067
170,17.0,0.11412,0.33881999999999995,0.54706,-3.0874,0.7471300000000001,-1.7539,2.0067
175,207.0,0.10116,0.11961,0.77923,237.36,1.3891,-0.92411,0.53503
180,207.0,0.10116,0.11961,0.77923,237.36,1.3891,-0.92411,0.53503
185,207.0,0.10116,0.11961,0.77923,237.36,1.3891,-0.92411,0.53503
190,207.0,0.10116,0.11961,0.77923,237.36,1.3891,-0.92411,0.53503
195,17.0,0.11412,0.33881999999999995,0.54706,-3.0874,0.7471300000000001,-1.7539,2.0067
200,17.0,0.11412,0.33881999999999995,0.54706,-3.0874,0.7471300000000001,-1.7539,2.0067
205,197.0,0.10122,0.12061,0.77817,224.7,1.3885,-0.9248799999999999,0.5364
210,197.0,0.10122,0.12061,0.77817,224.7,1.3885,-0.9248799999999999,0.5364
215,197.0,0.10122,0.12061,0.77817,224.7,1.3885,-0.9248799999999999,0.5364
220,197.0,0.10122,0.12061,0.77817,224.7,1.3885,-0.9248799999999999,0.5364
225,197.0,0.10122,0.12061,0.77817,224.7,1.3885,-0.9248799999999999,0.5364
230,197.0,0.10122,0.12061,0.77817,224.7,1.3885,-0.9248799999999999,0.5364
235,17.0,0.11412,0.33881999999999995,0.54706,-3.0874,0.7471300000000001,-1.7539,2.0067
240,17.0,0.11412,0.33881999999999995,0.54706,-3.0874,0.7471300000000001,-1.7539,2.0067
