,P,P_Z,P_I,P_P,Q,Q_Z,Q_I,Q_P
5,115.0,0.38261,0.6,0.017391,-1.5674,3.63,-9.88,7.25
10,115.0,0.38261,0.6,0.017391,-1.5674,3.63,-9.88,7.25
15,115.0,0.38261,0.6,0.017391,-1.5674,3.63,-9.88,7.25
20,115.0,0.38261,0.6,0.017391,-1.5674,3.63,-9.88,7.25
25,115.0,0.38261,0.6,0.017391,-1.5674,3.63,-9.88,7.25
30,115.0,0.38261,0.6,0.017391,-1.5674,3.63,-9.88,7.25
35,115.0,0.38261,0.6,0.017391,-1.5674,3.63,-9.88,7.25
40,115.0,0.38261,0.6,0.017391,-1.5674,3.63,-9.88,7.25
45,115.0,0.38261,0.6,0.017391,-1.5674,3.63,-9.88,7.25
50,115.0,0.38261,0.6,0.017391,-1.5674,3.63,-9.88,7.25
55,115.0,0.38261,0.6,0.017391,-1.5674,3.63,-9.88,7.25
60,115.0,0.38261,0.6,0.017391,-1.5674,3.63,-9.88,7.25
65,115.0,0.38261,0.6,0.017391,-1.5674,3.63,-9.88,7.25
70,115.0,0.38261,0.6,0.017391,-1.5674,3.63,-9.88,7.25
75,115.0,0.38261,0.6,0.017391,-1.5674,3.63,-9.88,7.25
80,115.0,0.38261,0.6,0.017391,-1.5674,3.63,-9.88,7.25
85,275.0,0.21818,0.30909000000000003,0.47273000000000004,200.91,1.4171,-0.9789,0.56177
90,275.0,0.21818,0.30909000000000003,0.47273000000000004,200.91,1.4171,-0.9789,0.56177
95,275.0,0.21818,0.30909000000000003,0.47273000000000004,200.91,1.4171,-0.9789,0.56177
100,275.0,0.21818,0.30909000000000003,0.47273000000000004,200.91,1.4171,-0.9789,0.56177
105,115.0,0.38261,0.6,0.017391,-1.5674,3.63,-9.88,7.25
110,115.0,0.38261,0.6,0.017391,-1.5674,3.63,-9.88,7.25
115,115.0,0.38261,0.6,0.017391,-1.5674,3.63,-9.88,7.25
120,115.0,0.38261,0.6,0.017391,-1.5674,3.63,-9.88,7.25
125,115.0,0.38261,0.6,0.017391,-1.5674,3.63,-9.88,7.25
130,115.0,0.38261,0.6,0.017391,-1.5674,3.63,-9.88,7.25
135,115.0,0.38261,0.6,0.017391,-1.5674,3.63,-9.88,7.25
140,115.0,0.38261,0.6,0.017391,-1.5674,3.63,-9.88,7.25
145,115.0,0.38261,0.6,0.017391,-1.5674,3.63,-9.88,7.25
150,115.0,0.38261,0.6,0.017391,-1.5674,3.63,-9.88,7.25
155,115.0,0.38261,0.6,0.017391,-1.5674,3.63,-9.88,7.25
160,115.0,0.38261,0.6,0.017391,-1.5674,3.63,-9.88,7.25
165,115.0,0.38261,0.6,0.017391,-1.5674,3.63,-9.88,7.25
170,115.0,0.38261,0.6,0.017391,-1.5674,3.63,-9.88,7.25
175,115.0,0.38261,0.6,0.017391,-1.5674,3.63,-9.88,7.25
180,115.0,0.38261,0.6,0.017391,-1.5674,3.63,-9.88,7.25
185,115.0,0.38261,0.6,0.017391,-1.5674,3.63,-9.88,7.25
190,115.0,0.38261,0.6,0.017391,-1.5674,3.63,-9.88,7.25
195,115.0,0.38261,0.6,0.017391,-1.5674,3.63,-9.88,7.25
200,115.0,0.38261,0.6,0.017391,-1.5674,3.63,-9.88,7.25
205,115.0,0.38261,0.6,0.017391,-1.5674,3.63,-9.88,7.25
210,115.0,0.38261,0.6,0.017391,-1.5674,3.63,-9.88,7.25
215,115.0,0.38261,0.6,0.017391,-1.5674,3.63,-9.88,7.25
220,115.0,0.38261,0.6,0.017391,-1.5674,3.63,-9.88,7.25
225,115.0,0.38261,0.6,0.017391,-1.5674,3.63,-9.88,7.25
230,115.0,0.38261,0.6,0.017391,-1.5674,3.63,-9.88,7.25
235,115.0,0.38261,0.6,0.017391,-1.5674,3.63,-9.88,7.25
240,115.0,0.38261,0.6,0.017391,-1.5674,3.63,-9.88,7.25
