,P,P_Z,P_I,P_P,Q,Q_Z,Q_I,Q_P
5,63.0,0.31840999999999997,0.46,0.22159,-1.1005,2.7119,-7.4433,5.7314
10,63.0,0.31840999999999997,0.46,0.22159,-1.1005,2.7119,-7.4433,5.7314
15,63.0,0.31840999999999997,0.46,0.22159,-1.1005,2.7119,-7.4433,5.7314
20,63.0,0.31840999999999997,0.46,0.22159,-1.1005,2.7119,-7.4433,5.7314
25,63.0,0.31840999999999997,0.46,0.22159,-1.1005,2.7119,-7.4433,5.7314
30,63.0,0.31840999999999997,0.46,0.22159,-1.1005,2.7119,-7.4433,5.7314
35,63.0,0.31840999999999997,0.46,0.22159,-1.1005,2.7119,-7.4433,5.7314
40,63.0,0.31840999999999997,0.46,0.22159,-1.1005,2.7119,-7.4433,5.7314
45,63.0,0.31840999999999997,0.46,0.22159,-1.1005,2.7119,-7.4433,5.7314
50,63.0,0.31840999999999997,0.46,0.22159,-1.1005,2.7119,-7.4433,5.7314
55,63.0,0.31840999999999997,0.46,0.22159,-1.1005,2.7119,-7.4433,5.7314
60,63.0,0.31840999999999997,0.46,0.22159,-1.1005,2.7119,-7.4433,5.7314
65,63.0,0.31840999999999997,0.46,0.22159,-1.1005,2.7119,-7.4433,5.7314
70,63.0,0.31840999999999997,0.46,0.22159,-1.1005,2.7119,-7.4433,5.7314
75,63.0,0.31840999999999997,0.46,0.22159,-1.1005,2.7119,-7.4433,5.7314
80,63.0,0.31840999999999997,0.46,0.22159,-1.1005,2.7119,-7.4433,5.7314
85,63.0,0.31840999999999997,0.46,0.22159,-1.1005,2.7119,-7.4433,5.7314
90,63.0,0.31840999999999997,0.46,0.22159,-1.1005,2.7119,-7.4433,5.7314
95,63.0,0.31840999999999997,0.46,0.22159,-1.1005,2.7119,-7.4433,5.7314
100,63.0,0.31840999999999997,0.46,0.22159,-1.1005,2.7119,-7.4433,5.7314
105,63.0,0.31840999999999997,0.46,0.22159,-1.1005,2.7119,-7.4433,5.7314
110,63.0,0.31840999999999997,0.46,0.22159,-1.1005,2.7119,-7.4433,5.7314
