,P,P_Z,P_I,P_P,Q,Q_Z,Q_I,Q_P
5,21.0,0.095238,0.0,0.90476,-2.1717,3.3318,-9.0887,6.7568
10,21.0,0.095238,0.0,0.90476,-2.1717,3.3318,-9.0887,6.7568
15,21.0,0.095238,0.0,0.90476,-2.1717,3.3318,-9.0887,6.7568
20,21.0,0.095238,0.0,0.90476,-2.1717,3.3318,-9.0887,6.7568
25,21.0,0.095238,0.0,0.90476,-2.1717,3.3318,-9.0887,6.7568
30,21.0,0.095238,0.0,0.90476,-2.1717,3.3318,-9.0887,6.7568
35,21.0,0.095238,0.0,0.90476,-2.1717,3.3318,-9.0887,6.7568
40,21.0,0.095238,0.0,0.90476,-2.1717,3.3318,-9.0887,6.7568
45,21.0,0.095238,0.0,0.90476,-2.1717,3.3318,-9.0887,6.7568
50,21.0,0.095238,0.0,0.90476,-2.1717,3.3318,-9.0887,6.7568
55,211.0,0.099526,0.090047,0.81043,238.27,1.4212,-0.99992,0.57868
60,211.0,0.099526,0.090047,0.81043,238.27,1.4212,-0.99992,0.57868
65,211.0,0.099526,0.090047,0.81043,238.27,1.4212,-0.99992,0.57868
70,211.0,0.099526,0.090047,0.81043,238.27,1.4212,-0.99992,0.57868
75,361.0,0.099723,0.094183,0.80609,428.09,1.4119,-0.9605,0.54857
80,361.0,0.099723,0.094183,0.80609,428.09,1.4119,-0.9605,0.54857
85,361.0,0.099723,0.094183,0.80609,428.09,1.4119,-0.9605,0.54857
90,361.0,0.099723,0.094183,0.80609,428.09,1.4119,-0.9605,0.54857
95,361.0,0.099723,0.094183,0.80609,428.09,1.4119,-0.9605,0.54857
100,361.0,0.099723,0.094183,0.80609,428.09,1.4119,-0.9605,0.54857
105,361.0,0.099723,0.094183,0.80609,428.09,1.4119,-0.9605,0.54857
110,211.0,0.099526,0.090047,0.81043,238.27,1.4212,-0.99992,0.57868
115,21.0,0.095238,0.0,0.90476,-2.1717,3.3318,-9.0887,6.7568
120,21.0,0.095238,0.0,0.90476,-2.1717,3.3318,-9.0887,6.7568
125,21.0,0.095238,0.0,0.90476,-2.1717,3.3318,-9.0887,6.7568
130,21.0,0.095238,0.0,0.90476,-2.1717,3.3318,-9.0887,6.7568
135,21.0,0.095238,0.0,0.90476,-2.1717,3.3318,-9.0887,6.7568
140,21.0,0.095238,0.0,0.90476,-2.1717,3.3318,-9.0887,6.7568
145,21.0,0.095238,0.0,0.90476,-2.1717,3.3318,-9.0887,6.7568
150,21.0,0.095238,0.0,0.90476,-2.1717,3.3318,-9.0887,6.7568
