,P,P_Z,P_I,P_P,Q,Q_Z,Q_I,Q_P
5,606.0,0.12157000000000001,0.19243,0.68601,55.035,0.81235,-2.4017,2.5894
10,638.0,0.13704000000000002,0.21738000000000002,0.64558,55.035,0.81235,-2.4017,2.5894
15,660.0,0.1468,0.23314000000000001,0.6200600000000001,55.035,0.81235,-2.4017,2.5894
20,2458.0,0.7843100000000001,0.064943,0.15075,57.858999999999995,0.54718,-1.6696,2.1224
25,657.0,0.16702,0.27447,0.5585100000000001,57.858999999999995,0.54718,-1.6696,2.1224
30,682.0,0.17665999999999998,0.28970999999999997,0.53364,57.858999999999995,0.54718,-1.6696,2.1224
35,735.0,0.16392,0.26882,0.5672699999999999,50.306999999999995,0.85349,-2.4854,2.6319
40,693.0,0.14779,0.24329,0.60892,50.306999999999995,0.85349,-2.4854,2.6319
45,693.0,0.14779,0.24329,0.60892,50.306999999999995,0.85349,-2.4854,2.6319
50,693.0,0.14779,0.24329,0.60892,50.306999999999995,0.85349,-2.4854,2.6319
55,751.0,0.13560999999999998,0.29864,0.56575,23.881,0.60751,-1.6559,2.0484
60,751.0,0.13560999999999998,0.29864,0.56575,23.881,0.60751,-1.6559,2.0484
65,800.0,0.18169000000000002,0.3054,0.5129100000000001,47.117,0.81509,-2.3559,2.5408
70,663.0,0.13502,0.22308000000000003,0.6419,50.306999999999995,0.85349,-2.4854,2.6319
75,680.0,0.1424,0.23475,0.62285,50.306999999999995,0.85349,-2.4854,2.6319
80,493.0,0.14407999999999999,0.23981999999999998,0.61611,18.477,1.1442,-3.2385,3.0943
85,505.0,0.15087,0.25051,0.5986100000000001,18.477,1.1442,-3.2385,3.0943
90,505.0,0.15087,0.25051,0.5986100000000001,18.477,1.1442,-3.2385,3.0943
95,505.0,0.15087,0.25051,0.5986100000000001,18.477,1.1442,-3.2385,3.0943
100,812.0,0.11599999999999999,0.17797000000000002,0.70603,278.09,1.2633,-1.3041,1.0409
105,838.0,0.13292,0.20538,0.66169,280.09,1.2476,-1.2475,0.99984
110,266.0,0.16842000000000001,0.22330999999999998,0.60827,226.23,1.4206,-1.0117,0.59113
115,266.0,0.16842000000000001,0.22330999999999998,0.60827,226.23,1.4206,-1.0117,0.59113
120,266.0,0.16842000000000001,0.22330999999999998,0.60827,226.23,1.4206,-1.0117,0.59113
125,266.0,0.16842000000000001,0.22330999999999998,0.60827,226.23,1.4206,-1.0117,0.59113
130,266.0,0.16842000000000001,0.22330999999999998,0.60827,226.23,1.4206,-1.0117,0.59113
135,86.0,0.31163,0.4814,0.20698000000000003,-1.5624,2.7364,-7.5082,5.7718
140,4243.8,0.98605,0.009755400000000001,0.004194399999999999,-1.5624,2.7364,-7.5082,5.7718
145,86.0,0.31163,0.4814,0.20698000000000003,-1.5624,2.7364,-7.5082,5.7718
150,86.0,0.31163,0.4814,0.20698000000000003,-1.5624,2.7364,-7.5082,5.7718
155,86.0,0.31163,0.4814,0.20698000000000003,-1.5624,2.7364,-7.5082,5.7718
160,86.0,0.31163,0.4814,0.20698000000000003,-1.5624,2.7364,-7.5082,5.7718
165,86.0,0.31163,0.4814,0.20698000000000003,-1.5624,2.7364,-7.5082,5.7718
170,86.0,0.31163,0.4814,0.20698000000000003,-1.5624,2.7364,-7.5082,5.7718
175,86.0,0.31163,0.4814,0.20698000000000003,-1.5624,2.7364,-7.5082,5.7718
180,86.0,0.31163,0.4814,0.20698000000000003,-1.5624,2.7364,-7.5082,5.7718
185,86.0,0.31163,0.4814,0.20698000000000003,-1.5624,2.7364,-7.5082,5.7718
190,86.0,0.31163,0.4814,0.20698000000000003,-1.5624,2.7364,-7.5082,5.7718
195,86.0,0.31163,0.4814,0.20698000000000003,-1.5624,2.7364,-7.5082,5.7718
