,P,P_Z,P_I,P_P,Q,Q_Z,Q_I,Q_P
5,120.0,0.375,0.575,0.05,-1.9949,3.63,-9.88,7.25
10,120.0,0.375,0.575,0.05,-1.9949,3.63,-9.88,7.25
15,120.0,0.375,0.575,0.05,-1.9949,3.63,-9.88,7.25
20,120.0,0.375,0.575,0.05,-1.9949,3.63,-9.88,7.25
25,120.0,0.375,0.575,0.05,-1.9949,3.63,-9.88,7.25
30,120.0,0.375,0.575,0.05,-1.9949,3.63,-9.88,7.25
35,120.0,0.375,0.575,0.05,-1.9949,3.63,-9.88,7.25
40,120.0,0.375,0.575,0.05,-1.9949,3.63,-9.88,7.25
45,120.0,0.375,0.575,0.05,-1.9949,3.63,-9.88,7.25
50,120.0,0.375,0.575,0.05,-1.9949,3.63,-9.88,7.25
55,120.0,0.375,0.575,0.05,-1.9949,3.63,-9.88,7.25
60,120.0,0.375,0.575,0.05,-1.9949,3.63,-9.88,7.25
65,120.0,0.375,0.575,0.05,-1.9949,3.63,-9.88,7.25
70,120.0,0.375,0.575,0.05,-1.9949,3.63,-9.88,7.25
75,220.0,0.25,0.35909,0.39091,124.55,1.4346,-1.0492,0.6146
80,220.0,0.25,0.35909,0.39091,124.55,1.4346,-1.0492,0.6146
85,220.0,0.25,0.35909,0.39091,124.55,1.4346,-1.0492,0.6146
90,220.0,0.25,0.35909,0.39091,124.55,1.4346,-1.0492,0.6146
95,220.0,0.25,0.35909,0.39091,124.55,1.4346,-1.0492,0.6146
100,220.0,0.25,0.35909,0.39091,124.55,1.4346,-1.0492,0.6146
105,220.0,0.25,0.35909,0.39091,124.55,1.4346,-1.0492,0.6146
110,220.0,0.25,0.35909,0.39091,124.55,1.4346,-1.0492,0.6146
115,220.0,0.25,0.35909,0.39091,124.55,1.4346,-1.0492,0.6146
120,220.0,0.25,0.35909,0.39091,124.55,1.4346,-1.0492,0.6146
125,220.0,0.25,0.35909,0.39091,124.55,1.4346,-1.0492,0.6146
130,220.0,0.25,0.35909,0.39091,124.55,1.4346,-1.0492,0.6146
135,220.0,0.25,0.35909,0.39091,124.55,1.4346,-1.0492,0.6146
140,220.0,0.25,0.35909,0.39091,124.55,1.4346,-1.0492,0.6146
145,220.0,0.25,0.35909,0.39091,124.55,1.4346,-1.0492,0.6146
150,120.0,0.375,0.575,0.05,-1.9949,3.63,-9.88,7.25
155,120.0,0.375,0.575,0.05,-1.9949,3.63,-9.88,7.25
160,300.0,0.21,0.29,0.5,225.79,1.4194,-0.98787,0.5685100000000001
165,300.0,0.21,0.29,0.5,225.79,1.4194,-0.98787,0.5685100000000001
170,300.0,0.21,0.29,0.5,225.79,1.4194,-0.98787,0.5685100000000001
175,300.0,0.21,0.29,0.5,225.79,1.4194,-0.98787,0.5685100000000001
180,300.0,0.21,0.29,0.5,225.79,1.4194,-0.98787,0.5685100000000001
185,120.0,0.375,0.575,0.05,-1.9949,3.63,-9.88,7.25
190,120.0,0.375,0.575,0.05,-1.9949,3.63,-9.88,7.25
195,120.0,0.375,0.575,0.05,-1.9949,3.63,-9.88,7.25
