,P,P_Z,P_I,P_P,Q,Q_Z,Q_I,Q_P
5,264.0,0.34841,0.66523,-0.013636,-16.465999999999998,0.37799,-0.63858,1.2606
10,424.0,0.25467,0.45193,0.2934,186.01,1.321,-0.8890100000000001,0.56804
15,399.0,0.24368,0.43701999999999996,0.3193,186.01,1.321,-0.8890100000000001,0.56804
20,202.0,0.088119,0.17426,0.7376199999999999,191.48,1.3573,-0.9303799999999999,0.5731
25,202.0,0.088119,0.17426,0.7376199999999999,191.48,1.3573,-0.9303799999999999,0.5731
30,202.0,0.088119,0.17426,0.7376199999999999,191.48,1.3573,-0.9303799999999999,0.5731
35,202.0,0.088119,0.17426,0.7376199999999999,191.48,1.3573,-0.9303799999999999,0.5731
40,42.0,0.042857,0.45714,0.5,-10.999,0.60523,-1.2892,1.6840000000000002
45,42.0,0.042857,0.45714,0.5,-10.999,0.60523,-1.2892,1.6840000000000002
50,42.0,0.042857,0.45714,0.5,-10.999,0.60523,-1.2892,1.6840000000000002
55,42.0,0.042857,0.45714,0.5,-10.999,0.60523,-1.2892,1.6840000000000002
60,42.0,0.042857,0.45714,0.5,-10.999,0.60523,-1.2892,1.6840000000000002
65,42.0,0.042857,0.45714,0.5,-10.999,0.60523,-1.2892,1.6840000000000002
70,42.0,0.042857,0.45714,0.5,-10.999,0.60523,-1.2892,1.6840000000000002
75,42.0,0.042857,0.45714,0.5,-10.999,0.60523,-1.2892,1.6840000000000002
80,42.0,0.042857,0.45714,0.5,-10.999,0.60523,-1.2892,1.6840000000000002
85,42.0,0.042857,0.45714,0.5,-10.999,0.60523,-1.2892,1.6840000000000002
90,42.0,0.042857,0.45714,0.5,-10.999,0.60523,-1.2892,1.6840000000000002
95,42.0,0.042857,0.45714,0.5,-10.999,0.60523,-1.2892,1.6840000000000002
100,202.0,0.088119,0.17426,0.7376199999999999,191.48,1.3573,-0.9303799999999999,0.5731
105,202.0,0.088119,0.17426,0.7376199999999999,191.48,1.3573,-0.9303799999999999,0.5731
110,202.0,0.088119,0.17426,0.7376199999999999,191.48,1.3573,-0.9303799999999999,0.5731
115,202.0,0.088119,0.17426,0.7376199999999999,191.48,1.3573,-0.9303799999999999,0.5731
120,202.0,0.088119,0.17426,0.7376199999999999,191.48,1.3573,-0.9303799999999999,0.5731
125,42.0,0.042857,0.45714,0.5,-10.999,0.60523,-1.2892,1.6840000000000002
130,42.0,0.042857,0.45714,0.5,-10.999,0.60523,-1.2892,1.6840000000000002
135,42.0,0.042857,0.45714,0.5,-10.999,0.60523,-1.2892,1.6840000000000002
140,42.0,0.042857,0.45714,0.5,-10.999,0.60523,-1.2892,1.6840000000000002
145,42.0,0.042857,0.45714,0.5,-10.999,0.60523,-1.2892,1.6840000000000002
150,42.0,0.042857,0.45714,0.5,-10.999,0.60523,-1.2892,1.6840000000000002
155,42.0,0.042857,0.45714,0.5,-10.999,0.60523,-1.2892,1.6840000000000002
160,42.0,0.042857,0.45714,0.5,-10.999,0.60523,-1.2892,1.6840000000000002
165,42.0,0.042857,0.45714,0.5,-10.999,0.60523,-1.2892,1.6840000000000002
170,42.0,0.042857,0.45714,0.5,-10.999,0.60523,-1.2892,1.6840000000000002
175,42.0,0.042857,0.45714,0.5,-10.999,0.60523,-1.2892,1.6840000000000002
180,42.0,0.042857,0.45714,0.5,-10.999,0.60523,-1.2892,1.6840000000000002
185,42.0,0.042857,0.45714,0.5,-10.999,0.60523,-1.2892,1.6840000000000002
190,202.0,0.088119,0.17426,0.7376199999999999,191.48,1.3573,-0.9303799999999999,0.5731
195,202.0,0.088119,0.17426,0.7376199999999999,191.48,1.3573,-0.9303799999999999,0.5731
200,202.0,0.088119,0.17426,0.7376199999999999,191.48,1.3573,-0.9303799999999999,0.5731
205,202.0,0.088119,0.17426,0.7376199999999999,191.48,1.3573,-0.9303799999999999,0.5731
210,202.0,0.088119,0.17426,0.7376199999999999,191.48,1.3573,-0.9303799999999999,0.5731
215,42.0,0.042857,0.45714,0.5,-10.999,0.60523,-1.2892,1.6840000000000002
220,42.0,0.042857,0.45714,0.5,-10.999,0.60523,-1.2892,1.6840000000000002
225,42.0,0.042857,0.45714,0.5,-10.999,0.60523,-1.2892,1.6840000000000002
230,42.0,0.042857,0.45714,0.5,-10.999,0.60523,-1.2892,1.6840000000000002
235,42.0,0.042857,0.45714,0.5,-10.999,0.60523,-1.2892,1.6840000000000002
240,42.0,0.042857,0.45714,0.5,-10.999,0.60523,-1.2892,1.6840000000000002
245,42.0,0.042857,0.45714,0.5,-10.999,0.60523,-1.2892,1.6840000000000002
250,42.0,0.042857,0.45714,0.5,-10.999,0.60523,-1.2892,1.6840000000000002
255,42.0,0.042857,0.45714,0.5,-10.999,0.60523,-1.2892,1.6840000000000002
260,42.0,0.042857,0.45714,0.5,-10.999,0.60523,-1.2892,1.6840000000000002
265,42.0,0.042857,0.45714,0.5,-10.999,0.60523,-1.2892,1.6840000000000002
270,42.0,0.042857,0.45714,0.5,-10.999,0.60523,-1.2892,1.6840000000000002
275,202.0,0.088119,0.17426,0.7376199999999999,191.48,1.3573,-0.9303799999999999,0.5731
280,202.0,0.088119,0.17426,0.7376199999999999,191.48,1.3573,-0.9303799999999999,0.5731
285,202.0,0.088119,0.17426,0.7376199999999999,191.48,1.3573,-0.9303799999999999,0.5731
290,202.0,0.088119,0.17426,0.7376199999999999,191.48,1.3573,-0.9303799999999999,0.5731
295,202.0,0.088119,0.17426,0.7376199999999999,191.48,1.3573,-0.9303799999999999,0.5731
300,202.0,0.088119,0.17426,0.7376199999999999,191.48,1.3573,-0.9303799999999999,0.5731
305,42.0,0.042857,0.45714,0.5,-10.999,0.60523,-1.2892,1.6840000000000002
