,P,P_Z,P_I,P_P,Q,Q_Z,Q_I,Q_P
5,452.0,0.19361,0.31653000000000003,0.48986999999999997,-16.339000000000002,2.9501,-7.9635,6.0134
10,452.0,0.19361,0.31653000000000003,0.48986999999999997,-16.339000000000002,2.9501,-7.9635,6.0134
15,55.0,0.36473,0.52691,0.10835999999999998,-0.4962,2.5664,-7.0572,5.4908
20,55.0,0.36473,0.52691,0.10835999999999998,-0.4962,2.5664,-7.0572,5.4908
25,55.0,0.36473,0.52691,0.10835999999999998,-0.4962,2.5664,-7.0572,5.4908
30,55.0,0.36473,0.52691,0.10835999999999998,-0.4962,2.5664,-7.0572,5.4908
35,55.0,0.36473,0.52691,0.10835999999999998,-0.4962,2.5664,-7.0572,5.4908
40,225.0,0.16471,0.20435999999999999,0.63093,214.64,1.4081,-0.9525299999999999,0.54446
45,385.0,0.13782,0.16099000000000002,0.70119,417.11,1.4042,-0.9319799999999999,0.52781
50,385.0,0.13782,0.16099000000000002,0.70119,417.11,1.4042,-0.9319799999999999,0.52781
55,385.0,0.13782,0.16099000000000002,0.70119,417.11,1.4042,-0.9319799999999999,0.52781
60,385.0,0.13782,0.16099000000000002,0.70119,417.11,1.4042,-0.9319799999999999,0.52781
65,385.0,0.13782,0.16099000000000002,0.70119,417.11,1.4042,-0.9319799999999999,0.52781
70,385.0,0.13782,0.16099000000000002,0.70119,417.11,1.4042,-0.9319799999999999,0.52781
75,215.0,0.16772,0.20920999999999998,0.62307,201.98,1.4086,-0.9551700000000001,0.5466
80,215.0,0.16772,0.20920999999999998,0.62307,201.98,1.4086,-0.9551700000000001,0.5466
85,215.0,0.16772,0.20920999999999998,0.62307,201.98,1.4086,-0.9551700000000001,0.5466
90,215.0,0.16772,0.20920999999999998,0.62307,201.98,1.4086,-0.9551700000000001,0.5466
95,55.0,0.36473,0.52691,0.10835999999999998,-0.4962,2.5664,-7.0572,5.4908
100,55.0,0.36473,0.52691,0.10835999999999998,-0.4962,2.5664,-7.0572,5.4908
105,55.0,0.36473,0.52691,0.10835999999999998,-0.4962,2.5664,-7.0572,5.4908
110,55.0,0.36473,0.52691,0.10835999999999998,-0.4962,2.5664,-7.0572,5.4908
115,55.0,0.36473,0.52691,0.10835999999999998,-0.4962,2.5664,-7.0572,5.4908
120,55.0,0.36473,0.52691,0.10835999999999998,-0.4962,2.5664,-7.0572,5.4908
125,55.0,0.36473,0.52691,0.10835999999999998,-0.4962,2.5664,-7.0572,5.4908
130,55.0,0.36473,0.52691,0.10835999999999998,-0.4962,2.5664,-7.0572,5.4908
135,55.0,0.36473,0.52691,0.10835999999999998,-0.4962,2.5664,-7.0572,5.4908
140,55.0,0.36473,0.52691,0.10835999999999998,-0.4962,2.5664,-7.0572,5.4908
145,55.0,0.36473,0.52691,0.10835999999999998,-0.4962,2.5664,-7.0572,5.4908
150,225.0,0.16471,0.20435999999999999,0.63093,214.64,1.4081,-0.9525299999999999,0.54446
155,225.0,0.16471,0.20435999999999999,0.63093,214.64,1.4081,-0.9525299999999999,0.54446
160,225.0,0.16471,0.20435999999999999,0.63093,214.64,1.4081,-0.9525299999999999,0.54446
165,225.0,0.16471,0.20435999999999999,0.63093,214.64,1.4081,-0.9525299999999999,0.54446
170,225.0,0.16471,0.20435999999999999,0.63093,214.64,1.4081,-0.9525299999999999,0.54446
175,225.0,0.16471,0.20435999999999999,0.63093,214.64,1.4081,-0.9525299999999999,0.54446
180,55.0,0.36473,0.52691,0.10835999999999998,-0.4962,2.5664,-7.0572,5.4908
185,55.0,0.36473,0.52691,0.10835999999999998,-0.4962,2.5664,-7.0572,5.4908
190,55.0,0.36473,0.52691,0.10835999999999998,-0.4962,2.5664,-7.0572,5.4908
195,55.0,0.36473,0.52691,0.10835999999999998,-0.4962,2.5664,-7.0572,5.4908
200,55.0,0.36473,0.52691,0.10835999999999998,-0.4962,2.5664,-7.0572,5.4908
205,55.0,0.36473,0.52691,0.10835999999999998,-0.4962,2.5664,-7.0572,5.4908
210,55.0,0.36473,0.52691,0.10835999999999998,-0.4962,2.5664,-7.0572,5.4908
215,55.0,0.36473,0.52691,0.10835999999999998,-0.4962,2.5664,-7.0572,5.4908
220,55.0,0.36473,0.52691,0.10835999999999998,-0.4962,2.5664,-7.0572,5.4908
225,55.0,0.36473,0.52691,0.10835999999999998,-0.4962,2.5664,-7.0572,5.4908
230,55.0,0.36473,0.52691,0.10835999999999998,-0.4962,2.5664,-7.0572,5.4908
235,55.0,0.36473,0.52691,0.10835999999999998,-0.4962,2.5664,-7.0572,5.4908
240,55.0,0.36473,0.52691,0.10835999999999998,-0.4962,2.5664,-7.0572,5.4908
245,215.0,0.16772,0.20920999999999998,0.62307,201.98,1.4086,-0.9551700000000001,0.5466
250,385.0,0.13782,0.16099000000000002,0.70119,417.11,1.4042,-0.9319799999999999,0.52781
255,385.0,0.13782,0.16099000000000002,0.70119,417.11,1.4042,-0.9319799999999999,0.52781
260,385.0,0.13782,0.16099000000000002,0.70119,417.11,1.4042,-0.9319799999999999,0.52781
265,385.0,0.13782,0.16099000000000002,0.70119,417.11,1.4042,-0.9319799999999999,0.52781
270,385.0,0.13782,0.16099000000000002,0.70119,417.11,1.4042,-0.9319799999999999,0.52781
275,385.0,0.13782,0.16099000000000002,0.70119,417.11,1.4042,-0.9319799999999999,0.52781
280,385.0,0.13782,0.16099000000000002,0.70119,417.11,1.4042,-0.9319799999999999,0.52781
285,215.0,0.16772,0.20920999999999998,0.62307,201.98,1.4086,-0.9551700000000001,0.5466
290,215.0,0.16772,0.20920999999999998,0.62307,201.98,1.4086,-0.9551700000000001,0.5466
295,55.0,0.36473,0.52691,0.10835999999999998,-0.4962,2.5664,-7.0572,5.4908
300,55.0,0.36473,0.52691,0.10835999999999998,-0.4962,2.5664,-7.0572,5.4908
305,55.0,0.36473,0.52691,0.10835999999999998,-0.4962,2.5664,-7.0572,5.4908
310,55.0,0.36473,0.52691,0.10835999999999998,-0.4962,2.5664,-7.0572,5.4908
315,55.0,0.36473,0.52691,0.10835999999999998,-0.4962,2.5664,-7.0572,5.4908
320,55.0,0.36473,0.52691,0.10835999999999998,-0.4962,2.5664,-7.0572,5.4908
325,55.0,0.36473,0.52691,0.10835999999999998,-0.4962,2.5664,-7.0572,5.4908
330,55.0,0.36473,0.52691,0.10835999999999998,-0.4962,2.5664,-7.0572,5.4908
335,55.0,0.36473,0.52691,0.10835999999999998,-0.4962,2.5664,-7.0572,5.4908
340,55.0,0.36473,0.52691,0.10835999999999998,-0.4962,2.5664,-7.0572,5.4908
345,55.0,0.36473,0.52691,0.10835999999999998,-0.4962,2.5664,-7.0572,5.4908
350,55.0,0.36473,0.52691,0.10835999999999998,-0.4962,2.5664,-7.0572,5.4908
355,225.0,0.16471,0.20435999999999999,0.63093,214.64,1.4081,-0.9525299999999999,0.54446
360,225.0,0.16471,0.20435999999999999,0.63093,214.64,1.4081,-0.9525299999999999,0.54446
365,225.0,0.16471,0.20435999999999999,0.63093,214.64,1.4081,-0.9525299999999999,0.54446
370,225.0,0.16471,0.20435999999999999,0.63093,214.64,1.4081,-0.9525299999999999,0.54446
375,225.0,0.16471,0.20435999999999999,0.63093,214.64,1.4081,-0.9525299999999999,0.54446
380,225.0,0.16471,0.20435999999999999,0.63093,214.64,1.4081,-0.9525299999999999,0.54446
385,225.0,0.16471,0.20435999999999999,0.63093,214.64,1.4081,-0.9525299999999999,0.54446
