,P,P_Z,P_I,P_P,Q,Q_Z,Q_I,Q_P
5,157.0,0.10153,0.12586,0.77261,173.58,1.3879,-0.9276200000000001,0.53976
10,157.0,0.10153,0.12586,0.77261,173.58,1.3879,-0.9276200000000001,0.53976
15,157.0,0.10153,0.12586,0.77261,173.58,1.3879,-0.9276200000000001,0.53976
20,157.0,0.10153,0.12586,0.77261,173.58,1.3879,-0.9276200000000001,0.53976
25,157.0,0.10153,0.12586,0.77261,173.58,1.3879,-0.9276200000000001,0.53976
30,157.0,0.10153,0.12586,0.77261,173.58,1.3879,-0.9276200000000001,0.53976
35,157.0,0.10153,0.12586,0.77261,173.58,1.3879,-0.9276200000000001,0.53976
40,357.0,0.10067000000000001,0.11137000000000001,0.78796,426.68,1.3949,-0.9173399999999999,0.5224
45,357.0,0.10067000000000001,0.11137000000000001,0.78796,426.68,1.3949,-0.9173399999999999,0.5224
50,357.0,0.10067000000000001,0.11137000000000001,0.78796,426.68,1.3949,-0.9173399999999999,0.5224
55,217.0,0.10111,0.11871,0.78018,249.51,1.3915,-0.9224100000000001,0.53096
60,217.0,0.10111,0.11871,0.78018,249.51,1.3915,-0.9224100000000001,0.53096
65,217.0,0.10111,0.11871,0.78018,249.51,1.3915,-0.9224100000000001,0.53096
70,217.0,0.10111,0.11871,0.78018,249.51,1.3915,-0.9224100000000001,0.53096
75,217.0,0.10111,0.11871,0.78018,249.51,1.3915,-0.9224100000000001,0.53096
80,217.0,0.10111,0.11871,0.78018,249.51,1.3915,-0.9224100000000001,0.53096
85,17.0,0.11412,0.33881999999999995,0.54706,-3.5886,0.78863,-1.7977,2.0091
90,17.0,0.11412,0.33881999999999995,0.54706,-3.5886,0.78863,-1.7977,2.0091
95,17.0,0.11412,0.33881999999999995,0.54706,-3.5886,0.78863,-1.7977,2.0091
100,17.0,0.11412,0.33881999999999995,0.54706,-3.5886,0.78863,-1.7977,2.0091
105,17.0,0.11412,0.33881999999999995,0.54706,-3.5886,0.78863,-1.7977,2.0091
110,17.0,0.11412,0.33881999999999995,0.54706,-3.5886,0.78863,-1.7977,2.0091
115,17.0,0.11412,0.33881999999999995,0.54706,-3.5886,0.78863,-1.7977,2.0091
120,17.0,0.11412,0.33881999999999995,0.54706,-3.5886,0.78863,-1.7977,2.0091
125,17.0,0.11412,0.33881999999999995,0.54706,-3.5886,0.78863,-1.7977,2.0091
130,17.0,0.11412,0.33881999999999995,0.54706,-3.5886,0.78863,-1.7977,2.0091
135,17.0,0.11412,0.33881999999999995,0.54706,-3.5886,0.78863,-1.7977,2.0091
140,17.0,0.11412,0.33881999999999995,0.54706,-3.5886,0.78863,-1.7977,2.0091
145,17.0,0.11412,0.33881999999999995,0.54706,-3.5886,0.78863,-1.7977,2.0091
150,17.0,0.11412,0.33881999999999995,0.54706,-3.5886,0.78863,-1.7977,2.0091
155,17.0,0.11412,0.33881999999999995,0.54706,-3.5886,0.78863,-1.7977,2.0091
160,17.0,0.11412,0.33881999999999995,0.54706,-3.5886,0.78863,-1.7977,2.0091
165,17.0,0.11412,0.33881999999999995,0.54706,-3.5886,0.78863,-1.7977,2.0091
170,17.0,0.11412,0.33881999999999995,0.54706,-3.5886,0.78863,-1.7977,2.0091
175,17.0,0.11412,0.33881999999999995,0.54706,-3.5886,0.78863,-1.7977,2.0091
180,17.0,0.11412,0.33881999999999995,0.54706,-3.5886,0.78863,-1.7977,2.0091
185,17.0,0.11412,0.33881999999999995,0.54706,-3.5886,0.78863,-1.7977,2.0091
190,17.0,0.11412,0.33881999999999995,0.54706,-3.5886,0.78863,-1.7977,2.0091
195,17.0,0.11412,0.33881999999999995,0.54706,-3.5886,0.78863,-1.7977,2.0091
