,P,P_Z,P_I,P_P,Q,Q_Z,Q_I,Q_P
5,77.0,0.34805,0.53766,0.11429,-2.1374,3.63,-9.88,7.25
10,247.0,0.17733,0.23644,0.58623,213.0,1.4219,-0.99824,0.5763
15,247.0,0.17733,0.23644,0.58623,213.0,1.4219,-0.99824,0.5763
20,247.0,0.17733,0.23644,0.58623,213.0,1.4219,-0.99824,0.5763
25,247.0,0.17733,0.23644,0.58623,213.0,1.4219,-0.99824,0.5763
30,247.0,0.17733,0.23644,0.58623,213.0,1.4219,-0.99824,0.5763
35,247.0,0.17733,0.23644,0.58623,213.0,1.4219,-0.99824,0.5763
40,77.0,0.34805,0.53766,0.11429,-2.1374,3.63,-9.88,7.25
45,267.0,0.17154,0.22621999999999998,0.60225,238.31,1.4196,-0.9890399999999999,0.56939
50,267.0,0.17154,0.22621999999999998,0.60225,238.31,1.4196,-0.9890399999999999,0.56939
55,267.0,0.17154,0.22621999999999998,0.60225,238.31,1.4196,-0.9890399999999999,0.56939
60,267.0,0.17154,0.22621999999999998,0.60225,238.31,1.4196,-0.9890399999999999,0.56939
65,267.0,0.17154,0.22621999999999998,0.60225,238.31,1.4196,-0.9890399999999999,0.56939
70,267.0,0.17154,0.22621999999999998,0.60225,238.31,1.4196,-0.9890399999999999,0.56939
75,267.0,0.17154,0.22621999999999998,0.60225,238.31,1.4196,-0.9890399999999999,0.56939
80,77.0,0.34805,0.53766,0.11429,-2.1374,3.63,-9.88,7.25
85,77.0,0.34805,0.53766,0.11429,-2.1374,3.63,-9.88,7.25
90,77.0,0.34805,0.53766,0.11429,-2.1374,3.63,-9.88,7.25
95,77.0,0.34805,0.53766,0.11429,-2.1374,3.63,-9.88,7.25
100,77.0,0.34805,0.53766,0.11429,-2.1374,3.63,-9.88,7.25
105,77.0,0.34805,0.53766,0.11429,-2.1374,3.63,-9.88,7.25
110,77.0,0.34805,0.53766,0.11429,-2.1374,3.63,-9.88,7.25
115,77.0,0.34805,0.53766,0.11429,-2.1374,3.63,-9.88,7.25
120,77.0,0.34805,0.53766,0.11429,-2.1374,3.63,-9.88,7.25
125,77.0,0.34805,0.53766,0.11429,-2.1374,3.63,-9.88,7.25
130,247.0,0.17733,0.23644,0.58623,213.0,1.4219,-0.99824,0.5763
135,247.0,0.17733,0.23644,0.58623,213.0,1.4219,-0.99824,0.5763
140,247.0,0.17733,0.23644,0.58623,213.0,1.4219,-0.99824,0.5763
145,247.0,0.17733,0.23644,0.58623,213.0,1.4219,-0.99824,0.5763
150,247.0,0.17733,0.23644,0.58623,213.0,1.4219,-0.99824,0.5763
155,247.0,0.17733,0.23644,0.58623,213.0,1.4219,-0.99824,0.5763
160,77.0,0.34805,0.53766,0.11429,-2.1374,3.63,-9.88,7.25
165,77.0,0.34805,0.53766,0.11429,-2.1374,3.63,-9.88,7.25
170,77.0,0.34805,0.53766,0.11429,-2.1374,3.63,-9.88,7.25
175,267.0,0.17154,0.22621999999999998,0.60225,238.31,1.4196,-0.9890399999999999,0.56939
180,267.0,0.17154,0.22621999999999998,0.60225,238.31,1.4196,-0.9890399999999999,0.56939
185,267.0,0.17154,0.22621999999999998,0.60225,238.31,1.4196,-0.9890399999999999,0.56939
190,267.0,0.17154,0.22621999999999998,0.60225,238.31,1.4196,-0.9890399999999999,0.56939
195,267.0,0.17154,0.22621999999999998,0.60225,238.31,1.4196,-0.9890399999999999,0.56939
200,267.0,0.17154,0.22621999999999998,0.60225,238.31,1.4196,-0.9890399999999999,0.56939
205,257.0,0.17432,0.23113000000000003,0.59455,225.65,1.4207,-0.99339,0.5726600000000001
210,257.0,0.17432,0.23113000000000003,0.59455,225.65,1.4207,-0.99339,0.5726600000000001
215,257.0,0.17432,0.23113000000000003,0.59455,225.65,1.4207,-0.99339,0.5726600000000001
220,257.0,0.17432,0.23113000000000003,0.59455,225.65,1.4207,-0.99339,0.5726600000000001
225,257.0,0.17432,0.23113000000000003,0.59455,225.65,1.4207,-0.99339,0.5726600000000001
230,257.0,0.17432,0.23113000000000003,0.59455,225.65,1.4207,-0.99339,0.5726600000000001
235,77.0,0.34805,0.53766,0.11429,-2.1374,3.63,-9.88,7.25
240,77.0,0.34805,0.53766,0.11429,-2.1374,3.63,-9.88,7.25
245,77.0,0.34805,0.53766,0.11429,-2.1374,3.63,-9.88,7.25
250,247.0,0.17733,0.23644,0.58623,213.0,1.4219,-0.99824,0.5763
255,247.0,0.17733,0.23644,0.58623,213.0,1.4219,-0.99824,0.5763
260,247.0,0.17733,0.23644,0.58623,213.0,1.4219,-0.99824,0.5763
265,247.0,0.17733,0.23644,0.58623,213.0,1.4219,-0.99824,0.5763
270,247.0,0.17733,0.23644,0.58623,213.0,1.4219,-0.99824,0.5763
275,247.0,0.17733,0.23644,0.58623,213.0,1.4219,-0.99824,0.5763
280,77.0,0.34805,0.53766,0.11429,-2.1374,3.63,-9.88,7.25
285,77.0,0.34805,0.53766,0.11429,-2.1374,3.63,-9.88,7.25
290,77.0,0.34805,0.53766,0.11429,-2.1374,3.63,-9.88,7.25
295,77.0,0.34805,0.53766,0.11429,-2.1374,3.63,-9.88,7.25
300,267.0,0.17154,0.22621999999999998,0.60225,238.31,1.4196,-0.9890399999999999,0.56939
305,267.0,0.17154,0.22621999999999998,0.60225,238.31,1.4196,-0.9890399999999999,0.56939
310,267.0,0.17154,0.22621999999999998,0.60225,238.31,1.4196,-0.9890399999999999,0.56939
315,267.0,0.17154,0.22621999999999998,0.60225,238.31,1.4196,-0.9890399999999999,0.56939
320,267.0,0.17154,0.22621999999999998,0.60225,238.31,1.4196,-0.9890399999999999,0.56939
325,267.0,0.17154,0.22621999999999998,0.60225,238.31,1.4196,-0.9890399999999999,0.56939
330,77.0,0.34805,0.53766,0.11429,-2.1374,3.63,-9.88,7.25
335,77.0,0.34805,0.53766,0.11429,-2.1374,3.63,-9.88,7.25
340,77.0,0.34805,0.53766,0.11429,-2.1374,3.63,-9.88,7.25
345,77.0,0.34805,0.53766,0.11429,-2.1374,3.63,-9.88,7.25
350,77.0,0.34805,0.53766,0.11429,-2.1374,3.63,-9.88,7.25
355,77.0,0.34805,0.53766,0.11429,-2.1374,3.63,-9.88,7.25
360,77.0,0.34805,0.53766,0.11429,-2.1374,3.63,-9.88,7.25
365,77.0,0.34805,0.53766,0.11429,-2.1374,3.63,-9.88,7.25
370,247.0,0.17733,0.23644,0.58623,213.0,1.4219,-0.99824,0.5763
375,247.0,0.17733,0.23644,0.58623,213.0,1.4219,-0.99824,0.5763
380,1236.0,0.8356,0.047249,0.11715,213.0,1.4219,-0.99824,0.5763
385,307.0,0.22671,0.32508000000000004,0.44821000000000005,213.0,1.4219,-0.99824,0.5763
390,307.0,0.22671,0.32508000000000004,0.44821000000000005,213.0,1.4219,-0.99824,0.5763
395,313.0,0.22216999999999998,0.33725,0.44058,210.26,1.403,-0.97677,0.5737399999999999
400,143.0,0.36741,0.6193,0.013287,-4.8711,1.5367,-3.9256,3.3889
405,149.0,0.35220999999999997,0.63302,0.014765,-7.6047,0.94835,-2.252,2.3037
410,203.0,0.38591,0.6402,-0.026108,-4.8711,1.5367,-3.9256,3.3889
415,143.0,0.36741,0.6193,0.013287,-4.8711,1.5367,-3.9256,3.3889
420,462.0,0.21056,0.33489,0.45455,223.86,1.4645,-1.263,0.79848
425,462.0,0.21056,0.33489,0.45455,223.86,1.4645,-1.263,0.79848
430,456.0,0.21345999999999998,0.32666999999999996,0.45987,226.59,1.4813,-1.2844,0.80308
435,456.0,0.21345999999999998,0.32666999999999996,0.45987,226.59,1.4813,-1.2844,0.80308
440,456.0,0.21345999999999998,0.32666999999999996,0.45987,226.59,1.4813,-1.2844,0.80308
445,486.0,0.22683000000000003,0.34909,0.42407,226.59,1.4813,-1.2844,0.80308
450,296.0,0.30824,0.5089899999999999,0.18277000000000002,-13.847999999999999,2.8937,-7.7855,5.8919
455,396.0,0.33899,0.5547,0.10630999999999999,-13.847999999999999,2.8937,-7.7855,5.8919
460,296.0,0.30824,0.5089899999999999,0.18277000000000002,-13.847999999999999,2.8937,-7.7855,5.8919
465,396.0,0.33899,0.5547,0.10630999999999999,-13.847999999999999,2.8937,-7.7855,5.8919
470,396.0,0.33899,0.5547,0.10630999999999999,-13.847999999999999,2.8937,-7.7855,5.8919
475,396.0,0.33899,0.5547,0.10630999999999999,-13.847999999999999,2.8937,-7.7855,5.8919
480,296.0,0.30824,0.5089899999999999,0.18277000000000002,-13.847999999999999,2.8937,-7.7855,5.8919
485,456.0,0.35096,0.5725,0.076535,-13.847999999999999,2.8937,-7.7855,5.8919
490,775.0,0.31654,0.56565,0.11780999999999998,186.57,1.2569,-0.81084,0.55393
495,825.0,0.32342,0.57319,0.10339000000000001,186.57,1.2569,-0.81084,0.55393
500,767.0,0.34863,0.54394,0.10743,213.0,1.4219,-0.99824,0.5763
505,2948.0,0.82847,0.14347000000000001,0.028052999999999998,210.26,1.403,-0.97677,0.5737399999999999
510,753.0,0.34360999999999997,0.54337,0.11300999999999999,210.26,1.403,-0.97677,0.5737399999999999
515,693.0,0.33613000000000004,0.53068,0.13319,210.26,1.403,-0.97677,0.5737399999999999
520,473.0,0.41108,0.6686300000000001,-0.079704,-4.8711,1.5367,-3.9256,3.3889
525,713.0,0.33414,0.52687,0.13899,222.92,1.4029,-0.97314,0.5702699999999999
530,197.0,0.096447,0.09137100000000001,0.81218,225.65,1.4207,-0.99339,0.5726600000000001
535,197.0,0.096447,0.09137100000000001,0.81218,225.65,1.4207,-0.99339,0.5726600000000001
540,197.0,0.096447,0.09137100000000001,0.81218,225.65,1.4207,-0.99339,0.5726600000000001
545,387.0,0.098191,0.09560700000000001,0.8062,466.09,1.4101,-0.95076,0.54063
550,387.0,0.098191,0.09560700000000001,0.8062,466.09,1.4101,-0.95076,0.54063
555,387.0,0.098191,0.09560700000000001,0.8062,466.09,1.4101,-0.95076,0.54063
560,207.0,0.096618,0.091787,0.8115899999999999,238.31,1.4196,-0.9890399999999999,0.56939
565,207.0,0.096618,0.091787,0.8115899999999999,238.31,1.4196,-0.9890399999999999,0.56939
570,207.0,0.096618,0.091787,0.8115899999999999,238.31,1.4196,-0.9890399999999999,0.56939
575,17.0,0.058824,0.0,0.9411799999999999,-2.1374,3.63,-9.88,7.25
580,17.0,0.058824,0.0,0.9411799999999999,-2.1374,3.63,-9.88,7.25
585,17.0,0.058824,0.0,0.9411799999999999,-2.1374,3.63,-9.88,7.25
590,17.0,0.058824,0.0,0.9411799999999999,-2.1374,3.63,-9.88,7.25
595,17.0,0.058824,0.0,0.9411799999999999,-2.1374,3.63,-9.88,7.25
600,17.0,0.058824,0.0,0.9411799999999999,-2.1374,3.63,-9.88,7.25
605,17.0,0.058824,0.0,0.9411799999999999,-2.1374,3.63,-9.88,7.25
610,187.0,0.09625700000000001,0.090909,0.81283,213.0,1.4219,-0.99824,0.5763
615,187.0,0.09625700000000001,0.090909,0.81283,213.0,1.4219,-0.99824,0.5763
620,187.0,0.09625700000000001,0.090909,0.81283,213.0,1.4219,-0.99824,0.5763
625,187.0,0.09625700000000001,0.090909,0.81283,213.0,1.4219,-0.99824,0.5763
630,187.0,0.09625700000000001,0.090909,0.81283,213.0,1.4219,-0.99824,0.5763
635,187.0,0.09625700000000001,0.090909,0.81283,213.0,1.4219,-0.99824,0.5763
640,17.0,0.058824,0.0,0.9411799999999999,-2.1374,3.63,-9.88,7.25
645,17.0,0.058824,0.0,0.9411799999999999,-2.1374,3.63,-9.88,7.25
650,17.0,0.058824,0.0,0.9411799999999999,-2.1374,3.63,-9.88,7.25
655,17.0,0.058824,0.0,0.9411799999999999,-2.1374,3.63,-9.88,7.25
660,17.0,0.058824,0.0,0.9411799999999999,-2.1374,3.63,-9.88,7.25
665,17.0,0.058824,0.0,0.9411799999999999,-2.1374,3.63,-9.88,7.25
670,207.0,0.096618,0.091787,0.8115899999999999,238.31,1.4196,-0.9890399999999999,0.56939
675,207.0,0.096618,0.091787,0.8115899999999999,238.31,1.4196,-0.9890399999999999,0.56939
680,207.0,0.096618,0.091787,0.8115899999999999,238.31,1.4196,-0.9890399999999999,0.56939
685,207.0,0.096618,0.091787,0.8115899999999999,238.31,1.4196,-0.9890399999999999,0.56939
690,207.0,0.096618,0.091787,0.8115899999999999,238.31,1.4196,-0.9890399999999999,0.56939
695,207.0,0.096618,0.091787,0.8115899999999999,238.31,1.4196,-0.9890399999999999,0.56939
700,17.0,0.058824,0.0,0.9411799999999999,-2.1374,3.63,-9.88,7.25
705,17.0,0.058824,0.0,0.9411799999999999,-2.1374,3.63,-9.88,7.25
710,17.0,0.058824,0.0,0.9411799999999999,-2.1374,3.63,-9.88,7.25
715,17.0,0.058824,0.0,0.9411799999999999,-2.1374,3.63,-9.88,7.25
720,17.0,0.058824,0.0,0.9411799999999999,-2.1374,3.63,-9.88,7.25
725,17.0,0.058824,0.0,0.9411799999999999,-2.1374,3.63,-9.88,7.25
730,187.0,0.09625700000000001,0.090909,0.81283,213.0,1.4219,-0.99824,0.5763
735,187.0,0.09625700000000001,0.090909,0.81283,213.0,1.4219,-0.99824,0.5763
740,187.0,0.09625700000000001,0.090909,0.81283,213.0,1.4219,-0.99824,0.5763
745,187.0,0.09625700000000001,0.090909,0.81283,213.0,1.4219,-0.99824,0.5763
750,187.0,0.09625700000000001,0.090909,0.81283,213.0,1.4219,-0.99824,0.5763
755,187.0,0.09625700000000001,0.090909,0.81283,213.0,1.4219,-0.99824,0.5763
760,17.0,0.058824,0.0,0.9411799999999999,-2.1374,3.63,-9.88,7.25
765,17.0,0.058824,0.0,0.9411799999999999,-2.1374,3.63,-9.88,7.25
770,17.0,0.058824,0.0,0.9411799999999999,-2.1374,3.63,-9.88,7.25
775,17.0,0.058824,0.0,0.9411799999999999,-2.1374,3.63,-9.88,7.25
780,17.0,0.058824,0.0,0.9411799999999999,-2.1374,3.63,-9.88,7.25
785,17.0,0.058824,0.0,0.9411799999999999,-2.1374,3.63,-9.88,7.25
790,17.0,0.058824,0.0,0.9411799999999999,-2.1374,3.63,-9.88,7.25
795,207.0,0.096618,0.091787,0.8115899999999999,238.31,1.4196,-0.9890399999999999,0.56939
800,207.0,0.096618,0.091787,0.8115899999999999,238.31,1.4196,-0.9890399999999999,0.56939
805,207.0,0.096618,0.091787,0.8115899999999999,238.31,1.4196,-0.9890399999999999,0.56939
810,207.0,0.096618,0.091787,0.8115899999999999,238.31,1.4196,-0.9890399999999999,0.56939
815,207.0,0.096618,0.091787,0.8115899999999999,238.31,1.4196,-0.9890399999999999,0.56939
820,207.0,0.096618,0.091787,0.8115899999999999,238.31,1.4196,-0.9890399999999999,0.56939
825,17.0,0.058824,0.0,0.9411799999999999,-2.1374,3.63,-9.88,7.25
830,17.0,0.058824,0.0,0.9411799999999999,-2.1374,3.63,-9.88,7.25
835,117.0,0.37606999999999996,0.5897399999999999,0.034187999999999996,-2.1374,3.63,-9.88,7.25
840,117.0,0.37606999999999996,0.5897399999999999,0.034187999999999996,-2.1374,3.63,-9.88,7.25
845,117.0,0.37606999999999996,0.5897399999999999,0.034187999999999996,-2.1374,3.63,-9.88,7.25
850,527.0,0.19885999999999998,0.2759,0.5252399999999999,440.78,1.4107,-0.9530799999999999,0.54237
855,649.0,0.16147999999999998,0.22404000000000002,0.61448,423.4,1.4941,-1.2887,0.79452
860,649.0,0.16147999999999998,0.22404000000000002,0.61448,423.4,1.4941,-1.2887,0.79452
865,749.0,0.19733,0.28625,0.51642,423.4,1.4941,-1.2887,0.79452
870,779.0,0.20629,0.3018,0.49191,423.4,1.4941,-1.2887,0.79452
875,2867.0,0.7843399999999999,0.08200199999999999,0.13366,423.4,1.4941,-1.2887,0.79452
880,2417.0,0.8981,0.054241,0.047662,-19.521,3.63,-9.88,7.25
885,267.0,0.40637,0.64607,-0.052434,-2.1374,3.63,-9.88,7.25
890,307.0,0.40945,0.65179,-0.061238,-2.1374,3.63,-9.88,7.25
895,267.0,0.40637,0.64607,-0.052434,-2.1374,3.63,-9.88,7.25
900,297.0,0.40875,0.65051,-0.059259000000000006,-2.1374,3.63,-9.88,7.25
905,297.0,0.40875,0.65051,-0.059259000000000006,-2.1374,3.63,-9.88,7.25
910,347.0,0.41181999999999996,0.6562,-0.068012,-2.1374,3.63,-9.88,7.25
915,405.0,0.35141,0.6997,-0.051111000000000004,-28.563000000000002,0.17912,-0.063953,0.8848299999999999
920,535.0,0.25331,0.48781,0.25888,211.88,1.2704,-0.8201700000000001,0.5498
925,533.0,0.20477,0.51644,0.2788,185.45,1.1478,-0.6815100000000001,0.53372
930,533.0,0.20477,0.51644,0.2788,185.45,1.1478,-0.6815100000000001,0.53372
935,533.0,0.20477,0.51644,0.2788,185.45,1.1478,-0.6815100000000001,0.53372
940,506.0,0.21684,0.43395,0.34920999999999996,211.88,1.2704,-0.8201700000000001,0.5498
945,477.0,0.23124,0.34360999999999997,0.42516000000000004,234.17,1.4567,-1.138,0.68128
950,287.0,0.31811999999999996,0.50488,0.177,-6.2697,3.63,-9.88,7.25
955,227.0,0.28855,0.45595,0.25551,-6.2697,3.63,-9.88,7.25
960,287.0,0.31811999999999996,0.50488,0.177,-6.2697,3.63,-9.88,7.25
965,287.0,0.31811999999999996,0.50488,0.177,-6.2697,3.63,-9.88,7.25
970,457.0,0.23698000000000002,0.35427,0.40875,208.86,1.4631,-1.1640000000000001,0.70086
975,457.0,0.23698000000000002,0.35427,0.40875,208.86,1.4631,-1.1640000000000001,0.70086
980,469.0,0.23066,0.36977,0.39957,203.4,1.4255,-1.1184,0.69289
985,457.0,0.23698000000000002,0.35427,0.40875,208.86,1.4631,-1.1640000000000001,0.70086
990,428.0,0.25304,0.37827,0.36869,213.0,1.4219,-0.99824,0.5763
995,488.0,0.2748,0.4166,0.30861,213.0,1.4219,-0.99824,0.5763
1000,318.0,0.36824,0.58585,0.045912,-2.1374,3.63,-9.88,7.25
1005,318.0,0.36824,0.58585,0.045912,-2.1374,3.63,-9.88,7.25
1010,318.0,0.36824,0.58585,0.045912,-2.1374,3.63,-9.88,7.25
1015,177.0,0.39435,0.62373,-0.018078999999999998,-2.1374,3.63,-9.88,7.25
1020,297.0,0.40875,0.65051,-0.059259000000000006,-2.1374,3.63,-9.88,7.25
1025,443.0,0.4098,0.66718,-0.076975,-4.8711,1.5367,-3.9256,3.3889
1030,383.0,0.40663,0.6636,-0.070235,-4.8711,1.5367,-3.9256,3.3889
1035,383.0,0.40663,0.6636,-0.070235,-4.8711,1.5367,-3.9256,3.3889
1040,383.0,0.40663,0.6636,-0.070235,-4.8711,1.5367,-3.9256,3.3889
1045,573.0,0.30496,0.47672,0.21832,235.57,1.4027,-0.96988,0.56716
1050,2702.0,0.86329,0.088749,0.047964,238.31,1.4196,-0.9890399999999999,0.56939
1055,473.0,0.27852,0.43163,0.28985,235.57,1.4027,-0.96988,0.56716
1060,373.0,0.23790999999999998,0.36236,0.39973000000000003,235.57,1.4027,-0.96988,0.56716
