,P,P_Z,P_I,P_P,Q,Q_Z,Q_I,Q_P
5,407.0,0.09955800000000001,0.19504000000000002,0.70541,8.7837,1.0465,-2.8934,2.8469
10,439.0,0.12364000000000001,0.23112,0.6452399999999999,8.7837,1.0465,-2.8934,2.8469
15,27.0,0.074074,0.0,0.9259299999999999,-1.5624,2.7364,-7.5082,5.7718
20,27.0,0.074074,0.0,0.9259299999999999,-1.5624,2.7364,-7.5082,5.7718
25,27.0,0.074074,0.0,0.9259299999999999,-1.5624,2.7364,-7.5082,5.7718
30,27.0,0.074074,0.0,0.9259299999999999,-1.5624,2.7364,-7.5082,5.7718
35,197.0,0.096447,0.08629400000000001,0.81726,213.57,1.4218,-1.0176,0.59583
40,197.0,0.096447,0.08629400000000001,0.81726,213.57,1.4218,-1.0176,0.59583
45,197.0,0.096447,0.08629400000000001,0.81726,213.57,1.4218,-1.0176,0.59583
50,197.0,0.096447,0.08629400000000001,0.81726,213.57,1.4218,-1.0176,0.59583
55,197.0,0.096447,0.08629400000000001,0.81726,213.57,1.4218,-1.0176,0.59583
60,27.0,0.074074,0.0,0.9259299999999999,-1.5624,2.7364,-7.5082,5.7718
65,27.0,0.074074,0.0,0.9259299999999999,-1.5624,2.7364,-7.5082,5.7718
70,27.0,0.074074,0.0,0.9259299999999999,-1.5624,2.7364,-7.5082,5.7718
75,27.0,0.074074,0.0,0.9259299999999999,-1.5624,2.7364,-7.5082,5.7718
80,27.0,0.074074,0.0,0.9259299999999999,-1.5624,2.7364,-7.5082,5.7718
85,27.0,0.074074,0.0,0.9259299999999999,-1.5624,2.7364,-7.5082,5.7718
90,27.0,0.074074,0.0,0.9259299999999999,-1.5624,2.7364,-7.5082,5.7718
95,27.0,0.074074,0.0,0.9259299999999999,-1.5624,2.7364,-7.5082,5.7718
100,227.0,0.096916,0.08810599999999999,0.81498,251.53,1.4186,-1.0017,0.58313
105,227.0,0.096916,0.08810599999999999,0.81498,251.53,1.4186,-1.0017,0.58313
110,227.0,0.096916,0.08810599999999999,0.81498,251.53,1.4186,-1.0017,0.58313
115,227.0,0.096916,0.08810599999999999,0.81498,251.53,1.4186,-1.0017,0.58313
120,227.0,0.096916,0.08810599999999999,0.81498,251.53,1.4186,-1.0017,0.58313
125,27.0,0.074074,0.0,0.9259299999999999,-1.5624,2.7364,-7.5082,5.7718
130,27.0,0.074074,0.0,0.9259299999999999,-1.5624,2.7364,-7.5082,5.7718
135,197.0,0.096447,0.08629400000000001,0.81726,213.57,1.4218,-1.0176,0.59583
140,197.0,0.096447,0.08629400000000001,0.81726,213.57,1.4218,-1.0176,0.59583
145,197.0,0.096447,0.08629400000000001,0.81726,213.57,1.4218,-1.0176,0.59583
150,197.0,0.096447,0.08629400000000001,0.81726,213.57,1.4218,-1.0176,0.59583
